"ID","Item Name","Name","Population","Timepoint","Abs. Time","Rel. Time (s)","Type","Centroid X (�m)","Centroid Y (�m)","Longest Axis (�m)","Volume (�m3)","Min (1)","Max (1)","Mean (1)","Sum (1)","Standard Deviation (1)","Min (2)","Max (2)","Mean (2)","Sum (2)","Standard Deviation (2)","Min (3)","Max (3)","Mean (3)","Sum (3)","Standard Deviation (3)","Min (4)","Max (4)","Mean (4)","Sum (4)","Standard Deviation (4)","Centroid Z (�m)","Surface Area (�m2)","Number of contained Population 2","Compartment ROIs ID"
"4609","T2_image4","Population 2 215","Population 2","1","00:00:00.000","0","Object","14.91","40.17","0.248","0.0191","51","66","56.31","901","5.2","56","122","83.19","1331","17.51","14","52","34.44","551","10.1","56","98","76.12","1218","15.63","1.53","0.526","N/A","1166"
"4611","T2_image4","Population 2 216","Population 2","1","00:00:00.000","0","Object","28.58","50.22","0.592","0.061","51","90","60.88","3105","8.82","1","44","10.33","527","6.55","17","88","56.1","2861","15.66","37","100","71.51","3647","15.9","1.37","1.82","N/A","1166"
"4613","T2_image4","Population 2 217","Population 2","1","00:00:00.000","0","Object","29.06","52.81","0.734","0.209","51","122","71.51","12515","17.95","8","160","69.36","12138","40.7","40","132","77.99","13649","21.95","21","75","47.3","8277","12.24","1.58","3.24","N/A","1166"
"4615","T2_image4","Population 2 218","Population 2","1","00:00:00.000","0","Object","24.93","55.1","0.396","0.012","51","67","59","590","5.27","50","94","75.2","752","13.85","16","38","27.8","278","7.21","65","94","79.4","794","10.1","1.79","0.398","N/A","1166"
"4617","T2_image4","Population 2 219","Population 2","1","00:00:00.000","0","Object","25.45","55.2","0.217","0.0144","51","70","57.42","689","6.38","3","11","6.17","74","2.64","42","71","54.17","650","10.86","53","112","81.75","981","14.49","1.6","0.347","N/A","1166"
"4629","T2_image3","ROIs 6","ROIs","1","00:00:00.000","0","Object","N/A","N/A","N/A","2172.33","0","95","4.12","7486358","5.75","0","224","6.53","11860635","12.6","0","116","2.34","4239676","5.29","0","149","15.63","28372236","25.75","N/A","N/A","5","N/A"
"5203","T2_image3","Population 2 225","Population 2","1","00:00:00.000","0","Object","26.98","22.57","0.575","0.0311","51","78","57.31","1490","6.6","3","30","12.08","314","5.55","46","94","68.46","1780","12.24","52","99","73.54","1912","9.66","0.586","0.871","N/A","4629"
"5237","T2_image3","Population 2 242","Population 2","1","00:00:00.000","0","Object","26.39","13.58","0.426","0.0168","51","81","61.5","861","9.23","18","45","29.86","418","8.29","43","90","71.43","1000","12.52","48","72","62.79","879","6.04","1.02","0.513","N/A","4629"
"5239","T2_image3","Population 2 243","Population 2","1","00:00:00.000","0","Object","28.8","30.76","0.646","0.0766","51","95","64.16","4106","11.22","6","37","22.34","1430","6.83","35","116","68.69","4396","20.6","44","94","67.36","4311","12.97","1.31","1.51","N/A","4629"
"5241","T2_image3","Population 2 244","Population 2","1","00:00:00.000","0","Object","38.65","33.76","0.554","0.0503","51","70","58.36","2451","5.08","14","78","41.02","1723","19.04","28","95","53.57","2250","16.33","52","104","77.81","3268","9.99","1.4","1.4","N/A","4629"
"5303","T2_image3","Population 2 275","Population 2","1","00:00:00.000","0","Object","27.65","16.9","0.324","0.0275","51","74","57.74","1328","6.37","5","36","17.61","405","6.62","18","86","57.87","1331","14.82","33","118","86.22","1983","16.7","1.66","0.713","N/A","4629"
"4630","T2_image3","ROIs 7","ROIs","1","00:00:00.000","0","Object","N/A","N/A","N/A","1538.85","0","137","3.76","4831592","6.96","0","196","3.97","5106158","8.3","0","103","1.46","1876589","4.82","0","131","8.27","10635084","17.75","N/A","N/A","44","N/A"
"5205","T2_image3","Population 2 226","Population 2","1","00:00:00.000","0","Object","28.33","43.89","0.351","0.0407","51","75","58.62","1993","5.9","34","183","116.59","3964","35.2","0","37","13.06","444","8.69","11","81","39.68","1349","15.88","0.925","1.02","N/A","4630"
"5207","T2_image3","Population 2 227","Population 2","1","00:00:00.000","0","Object","22.65","44.2","0.861","0.148","51","104","67.73","8399","13.65","7","125","54.98","6817","30.57","4","77","43.96","5451","16.25","34","88","60.77","7536","11.41","1.02","2.82","N/A","4630"
"5209","T2_image3","Population 2 228","Population 2","1","00:00:00.000","0","Object","39.64","44.69","0.794","0.0383","51","77","57.28","1833","6","57","183","115.59","3699","30.05","5","41","22.19","710","8.88","60","105","87.72","2807","10.34","1.09","1.15","N/A","4630"
"5211","T2_image3","Population 2 229","Population 2","1","00:00:00.000","0","Object","27.63","44.77","0.19","0.012","53","72","61.5","615","5.61","58","108","80.6","806","16.34","10","26","20.6","206","5.18","44","82","64.4","644","11.81","0.927","0.351","N/A","4630"
"5213","T2_image3","Population 2 230","Population 2","1","00:00:00.000","0","Object","27.74","44.93","0.269","0.0191","51","67","56.75","908","4.56","12","112","64.5","1032","29.18","17","39","27","432","6","53","87","66.38","1062","8.58","0.807","0.634","N/A","4630"
"5215","T2_image3","Population 2 231","Population 2","1","00:00:00.000","0","Object","26.71","45.42","0.409","0.0215","51","66","55.94","1007","4.64","1","5","3.28","59","1.24","13","29","20.61","371","4.3","61","79","69.33","1248","5.57","0.864","0.616","N/A","4630"
"5217","T2_image3","Population 2 232","Population 2","1","00:00:00.000","0","Object","23.21","47.68","0.567","0.0455","51","77","59.37","2256","6.59","8","39","19.5","741","6.19","18","76","44.71","1699","12.76","50","110","78.5","2983","14.68","1","1.33","N/A","4630"
"5219","T2_image3","Population 2 233","Population 2","1","00:00:00.000","0","Object","41.42","48.25","0.57","0.0814","51","75","58.35","3968","5.42","10","32","19.51","1327","5.63","15","61","35.75","2431","10.65","58","110","83.74","5694","12.73","0.969","1.88","N/A","4630"
"5221","T2_image3","Population 2 234","Population 2","1","00:00:00.000","0","Object","41.01","48.67","0.357","0.0108","53","72","59.67","537","6.06","65","115","79.78","718","14.99","12","24","15.22","137","4.02","36","79","56.67","510","13.61","0.772","0.353","N/A","4630"
"5223","T2_image3","Population 2 235","Population 2","1","00:00:00.000","0","Object","41.49","49.97","0.324","0.0168","52","67","57.64","807","4.92","64","151","105.14","1472","27.94","9","77","28.29","396","18.77","50","94","75.57","1058","11.11","0.969","0.524","N/A","4630"
"5225","T2_image3","Population 2 236","Population 2","1","00:00:00.000","0","Object","31.11","50.71","1.38","0.227","51","84","60.35","11466","7.74","14","142","60.34","11464","29.92","11","80","34.93","6636","11.92","55","122","85.11","16170","12.83","1.12","6","N/A","4630"
"5227","T2_image3","Population 2 237","Population 2","1","00:00:00.000","0","Object","35.73","52.45","0.396","0.0168","51","83","61.21","857","8.99","80","157","128.86","1804","24.96","16","43","27.86","390","7.81","57","95","76.07","1065","10.32","0.709","0.431","N/A","4630"
"5229","T2_image3","Population 2 238","Population 2","1","00:00:00.000","0","Object","35.54","52.86","0.517","0.055","51","99","64.89","2985","11.51","5","34","18.63","857","6.81","20","72","43.22","1988","13.22","53","104","74.96","3448","10.47","0.907","1.27","N/A","4630"
"5231","T2_image3","Population 2 239","Population 2","1","00:00:00.000","0","Object","29.74","53.29","0.34","0.0287","51","87","58.96","1415","7.74","84","192","145.33","3488","23.7","13","46","33.71","809","8.73","45","70","57.33","1376","7.58","0.745","0.778","N/A","4630"
"5233","T2_image3","Population 2 240","Population 2","1","00:00:00.000","0","Object","29.68","53.67","0.613","0.0539","51","89","60.84","2738","8.46","30","170","100.16","4507","34.64","16","65","35","1575","9.45","36","73","53.6","2412","8.77","0.839","1.2","N/A","4630"
"5235","T2_image3","Population 2 241","Population 2","1","00:00:00.000","0","Object","29.58","54.21","0.426","0.018","51","66","57.73","866","5","76","171","139.47","2092","24.26","2","26","14.07","211","6.78","4","40","21.47","322","12.76","0.772","0.609","N/A","4630"
"5243","T2_image3","Population 2 245","Population 2","1","00:00:00.000","0","Object","24.31","41.31","0.976","0.146","51","101","65.14","7947","11.16","1","181","100.89","12308","51.75","20","84","44.21","5394","12.79","43","115","74.88","9135","14.38","1.16","2.72","N/A","4630"
"5245","T2_image3","Population 2 246","Population 2","1","00:00:00.000","0","Object","28.1","43.11","0.496","0.0419","52","91","60.37","2113","8.07","7","143","61","2135","44.1","8","58","31.51","1103","14.45","33","84","61.77","2162","11.27","1.01","0.985","N/A","4630"
"5249","T2_image3","Population 2 248","Population 2","1","00:00:00.000","0","Object","28.8","43.3","0.366","0.0275","51","76","60.43","1390","7.64","3","16","8.48","195","3.37","15","57","33.39","768","10.57","55","103","82.22","1891","11","0.993","0.737","N/A","4630"
"5251","T2_image3","Population 2 249","Population 2","1","00:00:00.000","0","Object","27.86","45.32","0.639","0.073","51","93","65.67","4006","10.92","7","121","30.46","1858","28.99","13","62","36.87","2249","11.3","48","102","65.93","4022","9.72","0.923","1.33","N/A","4630"
"5253","T2_image3","Population 2 250","Population 2","1","00:00:00.000","0","Object","27.34","45.35","0.463","0.0251","52","74","61.14","1284","5.16","3","20","12.38","260","4.7","20","62","42.05","883","11.54","52","95","73.1","1535","13.41","1.1","0.668","N/A","4630"
"5255","T2_image3","Population 2 251","Population 2","1","00:00:00.000","0","Object","39.24","45.32","0.307","0.0156","51","81","60.38","785","7.74","66","153","123.15","1601","22","8","32","14","182","6.34","51","88","70.23","913","11.14","1.27","0.439","N/A","4630"
"5257","T2_image3","Population 2 252","Population 2","1","00:00:00.000","0","Object","37.63","45.96","0.818","0.122","51","107","65.02","6632","12.9","10","120","51.75","5278","28.95","23","91","60.83","6205","14.9","34","118","81.35","8298","14.69","1.22","2.37","N/A","4630"
"5259","T2_image3","Population 2 253","Population 2","1","00:00:00.000","0","Object","37.36","46.36","0.385","0.0215","51","63","56.72","1021","3.77","56","131","99.94","1799","21.14","9","63","29.56","532","15.24","31","80","60.94","1097","13.85","1.27","0.592","N/A","4630"
"5261","T2_image3","Population 2 254","Population 2","1","00:00:00.000","0","Object","38.01","46.42","0.351","0.0275","51","67","57.57","1324","4.28","1","21","7.52","173","4.14","26","49","37.09","853","6.55","57","92","72.13","1659","9.41","1.22","0.71","N/A","4630"
"5263","T2_image3","Population 2 255","Population 2","1","00:00:00.000","0","Object","18.84","47.04","0.217","0.012","53","66","58","580","3.9","74","132","99","990","17.16","5","27","15.3","153","6.93","62","85","72.4","724","6.47","0.993","0.324","N/A","4630"
"5265","T2_image3","Population 2 256","Population 2","1","00:00:00.000","0","Object","19.43","47.58","0.92","0.121","51","95","62.41","6303","8.63","9","155","54.22","5476","39.76","6","75","35.67","3603","16.67","33","91","64.37","6501","11.96","0.996","2.54","N/A","4630"
"5267","T2_image3","Population 2 257","Population 2","1","00:00:00.000","0","Object","30.71","48.39","1.18","0.208","51","137","66.07","11496","13.73","2","126","42.05","7316","29.56","8","94","46.72","8129","19.21","24","93","58.74","10220","13.5","1.19","3.92","N/A","4630"
"5269","T2_image3","Population 2 258","Population 2","1","00:00:00.000","0","Object","38.97","49.17","0.613","0.0766","51","77","60.88","3896","7.44","42","188","112.67","7211","31.5","5","78","45.67","2923","18.06","21","72","51.67","3307","12.25","1.2","1.8","N/A","4630"
"5271","T2_image3","Population 2 259","Population 2","1","00:00:00.000","0","Object","23.74","49.86","1.05","0.212","51","95","63.9","11311","10.87","3","123","43.15","7638","25.47","8","102","48.9","8655","18.2","24","104","73.58","13024","13.14","1.05","4.33","N/A","4630"
"5273","T2_image3","Population 2 260","Population 2","1","00:00:00.000","0","Object","41.34","50.47","0.778","0.134","51","93","64.03","7171","9.89","4","44","23.16","2594","8.32","27","103","58.22","6521","15.83","45","100","77.12","8638","12.17","1.19","2.84","N/A","4630"
"5275","T2_image3","Population 2 261","Population 2","1","00:00:00.000","0","Object","41.67","50.62","0.372","0.0108","52","65","57","513","4.64","30","107","52.89","476","22.15","21","57","36.67","330","10.9","55","91","71.44","643","9.87","1.18","0.374","N/A","4630"
"5277","T2_image3","Population 2 262","Population 2","1","00:00:00.000","0","Object","36.85","50.94","0.608","0.0718","51","95","64.33","3860","9.5","12","106","50.37","3022","21.27","19","57","36.37","2182","10.05","46","103","68.73","4124","12.27","1.17","1.52","N/A","4630"
"5279","T2_image3","Population 2 263","Population 2","1","00:00:00.000","0","Object","30.29","50.79","0.396","0.018","51","75","59.4","891","7.8","6","20","12.73","191","4.39","19","34","27.6","414","4.6","61","102","86.07","1291","10.46","1.28","0.549","N/A","4630"
"5281","T2_image3","Population 2 264","Population 2","1","00:00:00.000","0","Object","15.78","51.93","0.425","0.0335","52","75","60.21","1686","6.68","2","12","6.86","192","2.97","19","39","28.57","800","5.24","51","85","67.36","1886","8.56","1.22","0.94","N/A","4630"
"5283","T2_image3","Population 2 265","Population 2","1","00:00:00.000","0","Object","23.86","52.12","0.382","0.012","51","67","55.3","553","4.38","8","16","11.9","119","2.47","32","59","43.4","434","8.15","63","100","88.2","882","11.5","1.03","0.401","N/A","4630"
"5285","T2_image3","Population 2 266","Population 2","1","00:00:00.000","0","Object","23.64","52.32","0.504","0.0335","51","78","61.32","1717","6.64","6","35","15.07","422","6.45","29","57","45.43","1272","7.01","59","102","72.71","2036","11.35","1.19","0.92","N/A","4630"
"5287","T2_image3","Population 2 267","Population 2","1","00:00:00.000","0","Object","23.22","52.44","0.269","0.0251","52","82","59.05","1240","7.22","24","65","38.9","817","9.11","33","63","45.57","957","9.27","25","73","48.19","1012","13.32","1.25","0.66","N/A","4630"
"5289","T2_image3","Population 2 268","Population 2","1","00:00:00.000","0","Object","21.04","55.25","0.426","0.0275","51","81","59.04","1358","7.26","65","145","111.96","2575","21.65","4","22","13","299","4.22","45","79","61.87","1423","9.61","1.12","0.721","N/A","4630"
"5291","T2_image3","Population 2 269","Population 2","1","00:00:00.000","0","Object","25.19","55.61","0.823","0.176","51","116","67.06","9858","14.35","17","164","86.28","12683","32.93","14","94","43.83","6443","15.54","19","70","45.18","6641","10.61","1.15","2.91","N/A","4630"
"5293","T2_image3","Population 2 270","Population 2","1","00:00:00.000","0","Object","21.19","55.7","0.601","0.0539","51","94","63.42","2854","8.83","4","42","15.69","706","7.05","15","54","33.47","1506","10.15","51","97","70.91","3191","11.63","1.04","1.54","N/A","4630"
"5295","T2_image3","Population 2 271","Population 2","1","00:00:00.000","0","Object","21.48","56.16","0.351","0.0191","51","72","58","928","5.83","100","148","123.56","1977","13.62","11","33","20.25","324","4.84","48","86","67.69","1083","10.07","0.993","0.468","N/A","4630"
"5297","T2_image3","Population 2 272","Population 2","1","00:00:00.000","0","Object","29.63","57.75","0.248","0.0108","53","66","59.44","535","4.6","4","10","7.56","68","1.95","20","37","31.89","287","5.49","64","82","69.33","624","7.2","0.993","0.312","N/A","4630"
"5301","T2_image3","Population 2 274","Population 2","1","00:00:00.000","0","Object","34.57","56.16","0.875","0.214","51","113","66.91","11977","13.48","5","149","48.06","8603","35.87","2","67","35.03","6271","14.27","27","86","55.32","9903","11.73","1.07","3.67","N/A","4630"
