"Time","CPCa","pH2A_Sgo1_CPCa","H3_CPCa","pH3_CPCa","Sgo1_CPCa","CPCi","pH2A_Sgo1_CPCi","H3_CPCi","pH3_CPCi","Sgo1_CPCi"
10,0.0028720420334978,1.50989698648929,3.04221039101482,0.826338961990721,0.00217640584285884,0.000604897777334285,0.233637130018261,0.496702855112745,0.128902778522405,0.000386599777716063
11,0.00287242317260528,1.60466145339139,3.03971182459899,0.865775658167943,0.00226723633737189,0.000600751540439428,0.242559024279732,0.484190054701757,0.131838463182804,0.000398895311269956
12,0.00287348136348302,1.68852882922309,3.0391407899664,0.898675773709136,0.00234909114996311,0.000597321117940909,0.250129770503211,0.473913146909304,0.134030619290893,0.000409831828385948
13,0.00287495600922077,1.76254307345301,3.03975311373523,0.926282536234906,0.00242284257255645,0.000594469876441303,0.256575026644622,0.465401858919689,0.135689491937254,0.000419598844944888
14,0.00287666707250926,1.82774482577991,3.04106215111612,0.949596689854872,0.00248930372041609,0.000592088738239167,0.262079625085545,0.458297680736188,0.136963767238594,0.000428354801987693
15,0.0028784880880862,1.88511853312672,3.0427542763713,0.969414021501627,0.00254921233017817,0.000590093078150947,0.266794599184217,0.452326266021621,0.137958425320816,0.000436231406618947
16,0.0028803342916915,1.93559208539483,3.04462400781297,0.986380154478643,0.00260325673022956,0.000588413648609863,0.270845612471131,0.44727240000419,0.138749193304117,0.000443341313286411
17,0.00288214831503379,1.97995554427593,3.0465412165083,1.00099178928257,0.00265201227729025,0.000586997402095043,0.274332228560557,0.442973114383416,0.139389278490693,0.000449774064596365
18,0.00288389337103785,2.01898458945741,3.04841970178545,1.01367610916941,0.00269605847327805,0.000585798392185667,0.27734222442446,0.439292134598706,0.139919053395556,0.000455612859369078
19,0.00288554820451153,2.05332865532403,3.05020910658571,1.02476009792372,0.00273588046193816,0.000584780819456785,0.279945925841749,0.436124742490728,0.140366798959997,0.000460925199680478
20,0.00288710559212996,2.08358599410906,3.05188099553051,1.03451638487903,0.00277193901394927,0.000583914055608766,0.282203832290291,0.433384539005623,0.140753531771864,0.000465771939654167
21,0.00288861685501238,2.11017873954094,3.05343201472978,1.04310929570765,0.00280459039536464,0.000583171002536114,0.284155431566122,0.431018678564019,0.141089710852709,0.00047019784205272
22,0.00289052952256217,2.13503661536517,3.05491239954721,1.05122222261077,0.00283598089555247,0.000582399445914858,0.285993115636338,0.428781496567756,0.141416171440634,0.000474436740204055
23,0.00289253836917455,2.15989276660211,3.05639252068422,1.05933462341687,0.00286740709839815,0.000581611536481312,0.28783052569188,0.426544650322421,0.141742589960077,0.000478677187958317
24,0.00289454721640406,2.1847489188304,3.05787264190983,1.0674470245384,0.00289883330326333,0.000580823626958766,0.289667935985103,0.4243078038087,0.142069008522231,0.000482917635641415
25,0.0028965560633819,2.20960507067715,3.05935276308899,1.07555942553465,0.00293025950758279,0.000580035717469406,0.291505346174394,0.422070957413952,0.142395427065565,0.000487158083386136
26,0.00289856490831494,2.23446121957608,3.06083288380808,1.08367182553232,0.00296168570959327,0.000579247808231212,0.293342755459568,0.419834112065801,0.142721845444241,0.000491398531880741
27,0.00290057374822193,2.25931736155563,3.06231300319555,1.09178422311276,0.00299311191089379,0.000578459899576021,0.295180162372477,0.417597269489488,0.143048263389023,0.000495638982801967
28,0.00290258257864587,2.28417349103617,3.06379311969503,1.09989661619079,0.00302453811981968,0.00057767199197116,0.297017564523487,0.415360432521264,0.143374680459989,0.000499879439358781
29,0.00290459139333604,2.3090296006325,3.06527323078457,1.10800900188319,0.00305596435569887,0.000576884086045765,0.298854958297201,0.413123605486089,0.143701095989868,0.000504119906958926
30,0.0028998608699528,2.31083724022819,3.06530420698432,1.10818806698256,0.00306297018044832,0.000578038145377897,0.298218806831092,0.414022677656007,0.143543519378096,0.000505696624882059
31,0.00290024238109514,2.31171760949481,3.06586585023126,1.10864560046154,0.00306837348761876,0.000578136943598001,0.298252539551146,0.413985428367347,0.143564333981753,0.000506872705911319
32,0.00290054770340617,2.31244271205232,3.06613380351801,1.10948718389776,0.00307386903701612,0.000578220417030149,0.298269869866278,0.413911222344634,0.143636402122459,0.000508038349665641
33,0.00290078824526271,2.31308805421294,3.06620954720702,1.11062735222308,0.00307928372851117,0.000578294665095535,0.29827570046818,0.413808669788101,0.143746522176271,0.000509169089885675
34,0.00290098315806574,2.3137006731829,3.06616365432,1.11198636742071,0.00308458379504938,0.000578359534634911,0.298274140953699,0.413685169939664,0.143883492465126,0.000510262725987337
35,0.00290114124530994,2.31430914241064,3.06604216063403,1.11349939036508,0.00308973955267133,0.000578417482619763,0.298268383856356,0.413546473054398,0.144038646369664,0.000511317902145284
36,0.0029012698495754,2.31492785344663,3.065871245049,1.11512087556307,0.00309474045618108,0.000578470251904499,0.298260540903446,0.413396519889673,0.144206147690678,0.000512335380738634
37,0.00290137611816071,2.31556429542568,3.0656706065787,1.11680947397086,0.00309958913400619,0.000578517506550989,0.298252277554328,0.413238926430406,0.144380913206321,0.000513318240474852
38,0.00290146165115519,2.31621963715413,3.06545055567754,1.11853961267266,0.00310428702209549,0.000578561137413538,0.298244442519747,0.413076029796924,0.144559924725044,0.000514268248412717
39,0.002901535075691,2.3168869727305,3.06522217772851,1.12028459657122,0.00310889033184093,0.000578603087536164,0.298237240814846,0.412910779492305,0.144740291610817,0.000515199332862268
40,0.00290160787617258,2.31755446471856,3.064993701108,1.12202973772414,0.00311349228552819,0.000578644852443007,0.298230049766783,0.412745502482152,0.144920672032071,0.000516130338625161
41,0.00290166550918796,2.31826973975764,3.06475694989425,1.12378003871565,0.00311783185442112,0.000578681576662449,0.298226819792192,0.412576526151201,0.145100068234804,0.000517005573040223
42,0.00290170910564141,2.31900321751653,3.06451518068628,1.12551537235467,0.00312191594774483,0.000578720341168507,0.298226098911796,0.412406644554399,0.145277304118909,0.000517832859541693
43,0.00290176522136537,2.31973727581348,3.06427221276582,1.1272448081458,0.00312589684524865,0.000578770231119869,0.298225781639136,0.412236939106316,0.145453879032403,0.000518639745313889
44,0.00290182122571727,2.3204713335138,3.06402924473481,1.12897424275776,0.00312987755297133,0.000578820090812876,0.298225464383374,0.41206723398117,0.145630453809895,0.000519446662224667
45,0.00290178653492419,2.32122279960505,3.06379237886478,1.13061385841744,0.00313386148660465,0.000578809062925247,0.298230419586874,0.411902858979473,0.145795940306437,0.000520259218378412
46,0.00290179970268563,2.3219621757764,3.06355504767266,1.1322246336714,0.00313748816820753,0.000578837089055635,0.298235826602584,0.411740615681708,0.145958651427402,0.000521001647159501
47,0.00290181517875658,2.32269121708358,3.06331848845625,1.13380700051467,0.00314103710432267,0.000578870643522813,0.298241610999734,0.411580864921679,0.146118354298046,0.000521730368254485
48,0.00290181841316182,2.32341420174966,3.06308321147054,1.13537002568496,0.00314451697955833,0.000578892086446096,0.298247711349249,0.411422885246795,0.146275967772349,0.000522444434752647
49,0.00290182302825308,2.32412129197263,3.06285337716546,1.13688011913401,0.00314785393147644,0.000578918479274465,0.298254641348658,0.411269651378096,0.146427897674032,0.000523132975764296
50,0.00290182567114827,2.32481616469343,3.06262644146688,1.13835862684419,0.00315111097918017,0.000578944497826693,0.298261838766585,0.411119334269943,0.146576516350177,0.000523806626331001
