"Time","CPCa","pH2A_Sgo1_CPCa","H3_CPCa","pH3_CPCa","Sgo1_CPCa","CPCi","pH2A_Sgo1_CPCi","H3_CPCi","pH3_CPCi","Sgo1_CPCi"
19,0.00288494942340206,4.56316398473225,3.56839143327067,0.00401782083196472,0.00273066858999787,0.000589458567396505,0.487687776209254,0.389650007259829,0.000399743085633556,0.000458117081070368
20,0.00288616683978178,4.60846055677384,3.57060356493042,0.00397894258863186,0.00276667704448517,0.000588680386815576,0.489754032211724,0.387530132237188,0.00039350263453574,0.00046296957054958
21,0.00288738489986483,4.64825636882547,3.57273232657425,0.00391497281650354,0.00279930562969415,0.000588011067422154,0.491538860913292,0.385700263939006,0.000385115397202874,0.000467405170761864
22,0.00288883853441789,4.68529728751876,3.57478162901343,0.00384121597008,0.00283064489701165,0.000587336702331065,0.49321367525253,0.383985266500279,0.000376182916162321,0.00047165073611653
23,0.00289037339494321,4.72233546763989,3.5768306967157,0.00376744961368725,0.00286200955725341,0.000586648013437459,0.494888212916219,0.382270552750476,0.000367248124730025,0.000475897624443556
24,0.00289190825607774,4.75937364946705,3.57887976451783,0.00369368326345119,0.00289337421888734,0.000585959324414572,0.496562750824272,0.380555838772557,0.000358313334023999,0.000480144512697162
25,0.00289344311697211,4.79641183061368,3.58092883226933,0.00361991691083112,0.00292473888022438,0.000585270635441863,0.49823728862465,0.378841124896156,0.000349378543112157,0.000484391401013224
26,0.00289497797597402,4.83345000631114,3.58297789953084,0.00354615053962545,0.00295610354118724,0.000584581946859996,0.499911825482873,0.377126411915347,0.000340443751202962,0.000488638290086208
27,0.00289651283045343,4.87048816875101,3.58502696539773,0.00347238412427584,0.00298746820595741,0.000583893259204425,0.501586359857835,0.375411701311317,0.000331508958401517,0.000492885181605749
28,0.00289804767661907,4.90752630636366,3.58707602827988,0.00339861762801778,0.00301883288642259,0.000583204573242357,0.503260889230405,0.373696995523253,0.000322574166717968,0.000497132078806554
29,0.00289958250932062,4.94456440301797,3.58912508563148,0.00332485100081351,0.00305019760650307,0.000582515890014537,0.504935409777907,0.371982298274383,0.00031363938135206,0.000501378987144412
30,0.0028965578855734,4.93945544421102,3.58937501919802,0.00315303962688126,0.00305788984187663,0.000583392909277296,0.50404314567762,0.37288166922598,0.000298636806701967,0.00050305056815414
31,0.0028969577431792,4.93445826134797,3.59004694911159,0.00299229567353299,0.00306337813549497,0.000583490742451026,0.503802917505092,0.373119039001392,0.000283546118414675,0.000504251776584463
32,0.00289727591745103,4.9300146175344,3.59056657046215,0.00284133558398336,0.0030689541286295,0.000583574915446766,0.503595025755076,0.373324342147833,0.000269356167082007,0.000505441216503507
33,0.00289752561753091,4.92600016102439,3.59096726336926,0.00269979040950744,0.00307446332605109,0.000583652066659474,0.503411448157267,0.373504854557776,0.000256037888970633,0.000506597580844731
34,0.00289772331634487,4.92230300644438,3.59127380016064,0.00256712664193698,0.00307985189309978,0.00058372064707663,0.503245782474931,0.373666793816613,0.000243545665335451,0.000507715687519167
35,0.0028978784458477,4.91883307949452,3.59150538332246,0.00244277266034366,0.00308509550233832,0.000583783311455084,0.503093050130922,0.373815129583122,0.000231829027969228,0.000508795121754054
36,0.00289800122810973,4.91552868518106,3.59167524762287,0.00232624626040326,0.00309018350432327,0.000583841014026337,0.502949897498529,0.373953272621575,0.000220844898526221,0.000509836653387693
37,0.00289809139526754,4.91233463724587,3.59179636553545,0.00221685660115424,0.00309511590092182,0.000583894786454922,0.502813278395909,0.374084327179055,0.000210529737954906,0.000510842978010844
38,0.00289816170979797,4.90921832577817,3.59187754028799,0.00211403658596257,0.00309989403142148,0.00058394509120921,0.502681373283467,0.37421019542253,0.000200831185154493,0.000511816101224456
39,0.00289821692132765,4.90613667519108,3.59193706999911,0.00201516109496954,0.00310457381803796,0.000583995977663523,0.502551657122504,0.374333682226547,0.000191503180418038,0.000512769454202695
40,0.00289827183978849,4.90305544396519,3.59199631574692,0.00191633854839117,0.0031092510759811,0.000584046101113638,0.502421969726931,0.374457143849649,0.000182180138728173,0.000513722642238178
41,0.00289830454395471,4.89999803692028,3.59199668094566,0.00182926055502498,0.00311367235644283,0.000584089030329145,0.502294200261336,0.374577461161114,0.000173952318588866,0.000514621059069501
42,0.00289832191209514,4.89696493495184,3.5919651993816,0.00174994155889657,0.00311776575123754,0.000584135865320672,0.50216884635551,0.374695196531448,0.000166463565467336,0.000515449712001318
43,0.002898352206393,4.89393675720792,3.5919296641979,0.00167195280229436,0.00312163463407589,0.000584192021604358,0.502043939062799,0.374812520351233,0.000159102146322797,0.000516217890768319
44,0.00289838240282219,4.89090857686862,3.59189412832585,0.00159396424425873,0.00312550412281933,0.000584248139066294,0.501919031195902,0.374929844361903,0.000151740743695095,0.000516986284419542
45,0.00289831693456183,4.88785824530173,3.59181999057255,0.00152919246822901,0.00312996621534083,0.000584252875416169,0.501792662863907,0.375047659188371,0.000145612954583023,0.000517957171184272
46,0.00289830164575705,4.8848309323168,3.59174084922941,0.00146774588094971,0.00313365011874621,0.000584290540656266,0.501668042851245,0.375163967951858,0.000139810110435095,0.000518718541587469
47,0.0028982888666504,4.88182137086835,3.5916571068232,0.00140934977670967,0.00313724351424438,0.000584335238982471,0.501544007621545,0.375279581977344,0.000134293637894562,0.000519467755689866
48,0.00289826401954332,4.8788211953237,3.59157055513145,0.00135285266790683,0.00314078923083884,0.000584364581694371,0.501420242650949,0.375394944185342,0.000128954490798296,0.000520198276860822
49,0.00289824094088609,4.87584450652372,3.59147798621749,0.00130113330617625,0.00314417675569244,0.000584400372377951,0.501297246752007,0.375509437186756,0.000124066564155853,0.000520904316823119
50,0.00289821634558715,4.87289076176453,3.59138293314643,0.00125209699394378,0.00314748330891118,0.000584435752002101,0.501175070332037,0.375623099241905,0.000119431363277856,0.00052159517094139
