 Gene_ID	TCGA-B6-A0RG-01	TCGA-AO-A12F-01	TCGA-D8-A27F-01	TCGA-A8-A07O-01	TCGA-D8-A1XQ-01	TCGA-D8-A27H-01	TCGA-AN-A0AR-01	TCGA-AO-A129-01	TCGA-A8-A07C-01	TCGA-A2-A0YM-01	TCGA-AO-A0J6-01	TCGA-D8-A27M-01	TCGA-EW-A1OW-01	TCGA-AR-A0TU-01	TCGA-A2-A0SX-01	TCGA-AN-A0FL-01	TCGA-A7-A26F-01	TCGA-A2-A0D2-01	TCGA-B6-A0RT-01	TCGA-BH-A18Q-01	TCGA-B6-A0IQ-01	TCGA-A2-A04P-01	TCGA-BH-A0BL-01	TCGA-A8-A08R-01	TCGA-AR-A0TS-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-E2-A158-01	TCGA-E2-A150-01	TCGA-AN-A0AL-01	TCGA-AO-A0J4-01	TCGA-A2-A0T2-01	TCGA-AR-A1AY-01	TCGA-AO-A128-01	TCGA-D8-A143-01	TCGA-A2-A04U-01	TCGA-D8-A147-01	TCGA-EW-A1PB-01	TCGA-C8-A131-01	TCGA-BH-A0WA-01	TCGA-C8-A26X-01	TCGA-E2-A1LL-01	TCGA-E9-A1ND-01	TCGA-AR-A1AI-01	TCGA-A7-A26I-01	TCGA-BH-A1EW-01	TCGA-BH-A0RX-01	TCGA-AO-A124-01	TCGA-AR-A256-01	TCGA-D8-A13Z-01	TCGA-A2-A0CM-01	TCGA-E2-A1LH-01	TCGA-BH-A0E6-01	TCGA-AR-A1AR-01	TCGA-BH-A0B3-01	TCGA-E2-A14N-01	TCGA-BH-A0BG-01	TCGA-BH-A18T-01	TCGA-AR-A1AQ-01	TCGA-AN-A0XU-01	TCGA-E2-A14R-01	TCGA-AO-A0JL-01	TCGA-A2-A04T-01	TCGA-B6-A0RU-01	TCGA-A2-A0T0-01	TCGA-BH-A0BW-01	TCGA-A2-A0YE-01	TCGA-E2-A1LS-01	TCGA-AO-A0J2-01	TCGA-E9-A22G-01	TCGA-EW-A1P1-01	TCGA-A2-A1G6-01	TCGA-A7-A26G-01	TCGA-B6-A0WX-01	TCGA-B6-A0IK-01	TCGA-EW-A1P4-01	TCGA-A2-A0ST-01	TCGA-E2-A1LG-01	TCGA-E2-A159-01	TCGA-AQ-A04J-01	TCGA-A7-A0DA-01	TCGA-D8-A142-01	TCGA-AN-A04D-01	TCGA-A1-A0SK-01	TCGA-D8-A1JF-01	TCGA-BH-A18G-01	TCGA-B6-A0RE-01	TCGA-C8-A26Y-01	TCGA-BH-A0AV-01	TCGA-C8-A12V-01	TCGA-EW-A1OV-01	TCGA-D8-A1JL-01	TCGA-A2-A0D0-01	TCGA-B6-A0RS-01	TCGA-AN-A0G0-01	TCGA-C8-A1HJ-01	TCGA-AN-A0FX-01	TCGA-B6-A0RN-01	TCGA-A8-A07R-01	TCGA-BH-A1F0-01	TCGA-BH-A0B9-01	TCGA-E2-A1LK-01	TCGA-A2-A04Q-01	TCGA-EW-A1P8-01	TCGA-C8-A134-01	TCGA-E2-A14X-01	TCGA-AR-A0U0-01	TCGA-EW-A1P7-01	TCGA-A1-A0SO-01	TCGA-D8-A1XK-01	TCGA-A7-A0CE-01	TCGA-E2-A1B6-01	TCGA-E2-A1L7-01	TCGA-AN-A0AT-01	TCGA-AR-A0U4-01	TCGA-D8-A1JG-01	TCGA-A1-A0SP-01	TCGA-A8-A09X-01	TCGA-E2-A1AZ-01	TCGA-E2-A1LI-01	TCGA-BH-A0E0-01	TCGA-C8-A27B-01
EMX2OS|196047	19.3094	37.7712	56.046	8.6722	40.9302	60.6009	11.9015	6.1776	18.617	16.7864	1.2766	79.7414	33.1134	2.5043	27.9383	2.3031	29.5766	18.8505	25.7511	12.7078	29.6945	45.6432	70.214	14.6879	41.2574	29.8285	10.0037	8.2255	24.6864	16.9082	14.2757	8.025	5.1437	7.5984	7.5658	28.0556	18.7839	0.3227	59.6728	37.2867	13.3211	11.5158	7.4962	1.3615	38.1743	48.8857	18.6358	3.722	7.9888	29.6896	32.3064	42.4465	9.8131	38.8038	19.5796	3.5738	10.6853	17.0595	4.6488	6.5472	5.9613	40.3474	344.6058	43.6433	19.3312	4.4215	36.4385	11.5115	18.5212	1.5548	163.286	34.3562	79.6743	59.5391	4.0462	32.65	15.8272	133.9066	11.0724	87.9086	35.4752	39.0438	5.4708	5.0425	79.1362	13.125	32.0247	7.9547	50.0336	5.2717	26.3713	22.9787	15.2389	32.197	30.1898	26.2605	16.2679	79.7799	6.6026	28.6052	3.1348	2.9346	33.5519	22.9391	14.6125	44.4361	1.5656	64.1556	2.4332	22.809	20.3407	7.1397	22.322	11.5307	8.2446	63.1266	23.714	23.5952	10.5026	10.2163	15.844	2.8713
EMX2|2018	15.2443	16.3335	17.599	5.0837	31.1986	31.1564	4.3278	9.2664	10.6383	9.1294	3.3191	32.3276	26.8746	5.6347	14.4509	4.6062	6.2016	13.3062	20.0286	3.3888	35.6934	33.195	49.8489	8.5679	16.372	12.2628	6.473	2.7418	10.1174	10.0644	9.1772	7.5791	2.5719	5.156	1.5132	21.821	18.1131	0.9682	46.6795	24.2877	12.8617	6.9095	5.997	0.6807	14.3845	7.908	26.759	2.2905	6.5094	17.8138	12.4611	27.7831	13.5514	17.5482	13.0531	0.8935	7.8568	5.9858	5.6818	4.1351	7.3369	34.8455	291.4022	36.5468	19.3312	7.0007	19.3283	7.007	16.8115	3.4207	78.6004	15.6771	24.094	44.7491	3.4682	20.5011	11.9773	35.3194	8.9294	36.179	29.7858	21.7795	4.0311	4.0971	32.1762	8.75	24.3079	5.8131	43.6535	3.6496	11.6034	11.2449	174.6293	23.3586	15.5345	8.4034	30.303	64.1529	9.3037	14.8403	3.1348	2.3476	21.211	18.9964	9.7416	53.6728	2.7397	26.4901	0	56.208	6.7802	8.2552	16.4988	6.6302	10.3057	30.5284	13.1339	10.3488	6.7517	8.7139	10.3595	2.3493
EN1|2019	18.8012	1469.3322	3612.9336	1154.3062	1162.3614	2407.2584	47.9668	455.9846	957.9787	2460.2354	233.1014	1641.6256	1967.1266	2556.8947	2548.8118	16.1216	33.87	565.1451	1248.1323	1515.1964	38.3929	1006.2241	129.4856	3503.672	1759.9869	2037.2856	1860.6841	2252.4205	60.7042	33.4138	2941.3039	1124.387	123.0826	222.2524	35.9377	2480.8417	2533.1486	1996.3468	110.2021	1455.5505	24.8048	10.3642	23.9879	3.4037	31.5353	6.1107	504.5992	1122.6111	31.6591	15.9244	2954.1941	2339.9576	2165.4206	555.1162	2352.2411	354.2547	2874.0238	386.3818	2340.9091	1159.8897	5177.118	4133.7761	3013.127	859.3826	1784.3686	422.255	7.6046	637.1371	26.2146	2906.3205	45.6389	52.7018	38.8789	2898.8338	55.4913	12.9081	199.7647	681.2039	48.2186	390.987	1938.4203	1577.9548	2807.3711	1344.7841	56.8157	1008.125	740.4264	12.544	2390.8664	20.6813	22.6793	233.9424	2628.5008	574.1793	22.276	1891.4566	465.3907	74.0226	1239.1957	1237.5524	55.0828	7230.7471	620.5168	62.0072	2141.6773	2845.6594	2636.0078	771.1093	538.5439	1026.1354	9.4923	1634.7613	16.0136	1093.1104	567.5026	108.4019	911.3462	24.837	1215.3038	2943.2091	1579.5247	636.9094
EN2|2020	0.5081	15.9932	1.6245	3.8876	0	19.8579	0.3607	0.3861	4.2553	10.0129	0	1.8473	6.2388	0.6261	2.2479	104.5601	0.9541	0.3696	91.8773	19.0617	0.5999	7.2614	0.304	28.1518	22.9208	4.3086	0	178.2195	2.8329	1.2077	3.8238	0	153.9451	52.9172	3.7829	50.3962	4.0251	27.4312	5.2936	3.4208	50.9876	8.061	12.4937	0	35.9613	46.729	6.6898	29.776	89.3557	16.1943	255.6825	3.087	421.9626	0	1.1517	0	0.3143	19.1545	51.1364	10.3377	1.8342	0	1.3909	29.4504	1.9659	0	0.9506	1.5015	0.8548	20.835	34.9899	2.6684	13.1422	9.86	31.2139	0.3797	1.711	5.2211	45.3612	3.491	27.7778	2.3904	5.1828	367.1604	107.8339	0	14.6619	52.6235	2.6864	2.0276	2.1097	0.2445	0	0.6313	0.2931	2.451	0.638	0	17.407	0.6452	1.5674	389.7091	47.0497	0.3584	268.3185	220.9324	66.5362	0.4139	0	10.0468	0	86.3454	0.4853	0	0.3435	68.3009	43.4148	0.414	9.0023	0	0	6.0037
ENAH|55740	3439.103	7994.8958	4655.8758	9918.0622	11038.5689	6249.4222	8480.7502	7973.3591	6021.5426	8196.7599	3265.4624	2113.9163	11743.2513	5233.6829	7126.5254	5332.105	12817.8891	11578.6361	4600.8584	4993.3284	7946.7358	10366.7012	10591.6825	12865.3611	4866.0773	4767.5864	2457.6683	3306.3148	5380.4128	2423.1079	6530.3677	3350.8694	22306.2368	11974.7626	12129.546	3265.8787	11259.9664	2392.6471	7202.1174	6867.9409	5375.7464	6515.6183	2590.192	12197.4132	17731.6736	6935.2983	5230.4384	11333.1902	12324.5802	7827.2605	6716.0494	3925.1399	6005.1402	7336.6288	13590.9396	11603.2928	4491.5853	19331.6583	4298.0372	4922.8119	2107.9904	8293.8392	6901.504	3815.4173	10284.8568	6442.5203	5538.3397	4950.951	6096.8799	5151.8308	5350.4057	2907.6051	9215.3925	15925.7619	8110.9827	1432.4222	4421.3453	2819.4103	13056.8801	5413.8369	5605.7564	9515.2722	3904.9813	3131.1062	4946.4454	10954.375	9106.9741	3579.9296	4053.3915	5419.708	6509.4937	7057.8745	8185.3377	8240.2146	11827.3613	4747.1989	6800.9569	9489.6965	8762.0048	3494.3542	3210.0313	1729.0407	5355.5727	8586.0215	7925.6671	2982.4627	2951.8591	3004.553	11859.0513	7775.168	5956.098	1783.8019	1928.9094	2337.273	7454.483	5567.302	4841.2988	2438.1662	6488.3721	8948.0168	1552.7118	4640.8248
ENAM|10117	1.0163	1.3611	0.2708	0.299	1.1449	0	0.7213	0.3861	0.266	0	0	3.6946	0	0	0.3211	0	0	1.1089	0.6358	0.4236	0	0.5187	0.9119	0.918	0.3274	0	0	0	0	0	0	0.4458	0	0	0.3783	0	0	0.3227	0	0	0	0	0	0.3404	0	0	0.4778	2.2905	0	0	0.4615	0	0.9346	1.2358	0	0	0.3143	0.2993	0	0.3446	0	0	0	1.7741	0.3276	1.1054	0	0.5005	0	0.6219	0.5071	1.0007	1.0952	0	0	0	1.2833	0	0.3572	0.3174	0	0	0.2879	0	6.6671	0	0	0.6119	0	1.6221	0	0.4889	0	0.3157	0	0.3501	0	0	0	0.4302	0.2239	0.5869	1.5426	0	0	0.4993	0	2.0695	0	0	0	2.6774	0	0.2883	0.687	0.2587	0	0	0	0.601	0	0
ENC1|8507	2416.3815	1560.5274	596.3696	423.445	1320.6097	2064.3944	3803.7977	1026.9266	463.2979	2073.6333	1112.3891	2178.75	2659.7433	1225.5251	3704.7656	758.1575	2613.6577	985.3262	1689.8013	2268.6985	1136.7396	1825.2075	2787.9749	720.8905	2076.5619	855.9914	639.3527	10769.7644	1396.4994	2023.6554	1074.8735	1594.7214	1669.4002	984.8277	1380.7648	3006.6035	3448.4062	1925.5065	1520.6497	1722.1677	1008.1948	1586.659	1075.9217	492.7502	3257.574	2076.6535	1423.935	1437.6666	1089.7818	1214.2483	1060.8884	734.7096	1610.6729	1784.9135	1899.0114	2501.2257	1010.5973	2361.7862	1769.6281	1718.9628	1046.8279	2368.8701	3329.7783	8197.3245	730.6409	1216.1643	1052.8644	491.992	1123.2369	2541.4973	1409.7363	1478.1221	3181.2023	2275.7059	1560.6936	940.653	1953.5921	870.9613	1215.3442	1456.0457	1307.1151	2134.1806	2792.3208	1534.261	791.9414	3328.75	4606.9683	440.2631	1840.0302	2651.6221	2596.2025	1740.6612	1076.1944	2521.5657	2839.6483	4463.5049	2891.2823	1345.3401	1511.4046	1088.0159	731.9704	2253.4576	1569.1593	1924.2975	1186.5078	1135.5177	685.7143	2284.2177	845.5545	1643.8069	1152.6604	498.8844	1140.3081	228.8758	904.696	1066.7648	4930.788	1011.0897	3486.0165	238.2602	2121.9744	1113.8084
ENDOD1|23052	587.4118	365.4615	1771.2689	698.2656	4213.8104	10614.397	1989.7214	1301.1583	461.1702	869.0633	2356.5456	2235.5296	1640.3119	378.463	751.7662	817.5956	1888.8491	1007.2075	1523.1283	1801.5461	750.4617	555.4979	1504.8907	3369.645	2044.5318	2274.9192	1179.5513	403.393	2850.2631	1500	3656.8734	1342.8444	1035.7307	943.8263	1072.8353	967.9179	2349.3343	1893.7218	911.9346	1480.5224	1120.3491	2144.2349	1207.3903	719.8775	1811.8949	1132.9978	1342.7309	1253.7399	861.6022	1390.5533	794.2771	1586.7258	1078.0374	1176.2234	2480.0845	701.8085	2159.682	1912.1558	1209.7107	1963.1289	3370.8586	659.0078	1010.1713	986.4094	1034.711	2655.4901	617.5539	1072.0721	539.3931	433.4914	1630.3245	3040.3602	793.7317	2048.9794	624.8555	1391.4199	1010.801	7800.9828	2220.1982	1290.384	4852.7443	3979.0173	649.5825	765.5216	2112.6169	1088.75	1252.0498	1393.6056	1861.9879	1004.4607	485.2321	1115.1989	792.4217	1167.9293	2331.0618	1889.3557	1697.6077	609.4527	2551.3205	1920.4216	1630.9897	2467.962	798.6888	940.1434	1415.2901	3415.8397	1324.4618	2991.7219	2073.8808	953.6352	1717.4337	1402.9451	1711.9981	1560.1038	822.3978	1923.0334	835.8263	1562.2477	1858.2146	726.262	6174.284	1381.1015
ENDOG|2021	220.8333	126.5538	149.1933	249.9731	126.5145	48.443	410.5419	222.6564	57.3351	112.5483	278.8715	85.936	72.7439	374.0116	50.4303	359.3321	71.7901	190.5637	118.3977	64.4626	170.7705	252.5726	88.5305	144.1034	93.8933	142.1725	688.0824	190.263	90.0648	294.1103	53.7123	454.65	144.9031	189.8725	134.8913	54.8851	38.2656	242.1595	293.6333	134.4101	274.667	93.1855	150.2541	67.386	68.4039	73.7563	462.4059	59.2885	93.2436	162.4669	118.2878	348.0918	468.3738	141.6436	198.7331	191.6147	108.7478	122.885	105.7645	109.011	134.9903	533.9125	202.7089	365.6953	506.7364	41.157	98.6724	54.8949	620.8349	138.1015	188.499	149.6197	84.8956	143.1214	412.2081	203.6522	84.8123	129.2967	94.6156	63.6052	154.1031	149.2138	59.7639	46.8799	125.267	375.6687	154.0658	314.4042	85.5574	129.777	98.8133	109.2074	321.2644	276.8213	91.0354	103.4489	227.8405	170.9428	215.5402	79.9785	131.1196	296.7423	141.963	254.19	110.5316	150.5736	177.1937	80.6043	151.1654	103.0154	320.8984	255.9527	206.0949	149.4408	97.4098	265.9467	195.5345	410.0962	93.3833	109.4201	370.9202	95.0927
ENDOU|8909	2.0326	4.0834	2.166	0.299	1.1449	0	0.7213	1.5444	3.7234	0.2945	0.2553	0.3079	0	0.9391	1.9268	4.6062	30.5307	1.1089	0.9537	22.0269	2.3996	9.8548	2.4317	0	2.6195	0.3314	0	4.1128	51.3962	0.8052	1.5295	117.2537	2.9393	0.8141	2.2698	1.0391	0	0.3227	1.9249	1.3683	3.2154	10.94	30.9844	142.2737	5.2559	2.1567	6.6898	15.4606	36.3932	1.0796	0.4615	2.3153	0	0	8.83	7.1476	0.6285	13.468	9.2975	13.7836	14.6739	0.6113	0.6955	5.3224	8.8465	1.1054	1.5843	5.5055	1.9946	9.951	12.1704	7.6718	121.8388	2.6546	3.4682	0.3797	3.8499	1.5356	885.079	76.1663	1.3387	1.8592	597.7541	10.4003	6.0874	6.875	0	1.5298	2.6864	2.0276	2.6371	0	0	0	0.8793	5.6022	1.5949	21.3843	1.5006	29.8957	15.2262	2.9346	2.6996	5.0179	38.543	2.9957	0.3914	4.1391	0.8111	0.2715	6.1022	4.4623	3.3968	0.2883	0.3435	2.3284	2.189	0.414	18.7547	2.7043	31.688	1.8272
ENGASE|64772	454.2787	285.4955	319.2183	245.8134	408.1574	285.2007	608.0606	344.7876	234.8404	180.8217	562.2008	372.5369	213.0774	306.1512	255.6198	336.7112	224.6869	422.1031	746.4632	602.3509	404.0256	695.5394	274.1691	222.7662	406.3523	227.3594	156.8224	470.2253	164.7106	205.7166	169.0141	177.8868	368.8803	463.772	336.3013	283.1537	382.3874	324.3337	170.8373	196.696	111.1621	156.0386	478.2585	281.484	109.8202	318.4759	669.9319	229.3322	186.9961	224.0216	261.6822	398.9967	206.5421	126.2976	359.7274	57.6278	243.5613	364.5337	268.595	603.377	326.0346	554.4713	218.0301	166.4122	567.4856	464.6279	359.3156	50.0501	305.4566	591.4639	281.4402	231.4877	234.9161	224.5041	117.9191	348.1397	266.9233	268.7346	340.0304	204.6969	293.1727	352.1912	742.8736	323.9836	157.1128	307.5	493.489	372.3421	162.5252	663.017	186.1814	251.2987	146.6227	328.9141	227.1562	126.7507	543.5407	238.5172	255.102	248.844	429.0193	521.7641	372.5415	380.2867	313.2147	161.2682	265.7534	424.255	442.5685	249.5418	354.2673	458.5007	305.2287	288.5558	385.7781	241.3817	260.8537	283.5558	345.0863	131.0096	353.443	131.0363
ENG|2022	1641.2977	4601.6163	1694.1041	2403.7081	1354.7048	2104.5964	1316.7433	3040.9266	1309.5745	1877.1296	3153.1244	2479.064	2695.141	1762.401	2464.0334	2442.1925	2890.3995	2506.3759	3623.2682	1862.5394	2071.7123	3627.0747	3471.7958	2002.4449	3334.3157	2820.4491	1529.9743	655.2995	2365.4391	4670.2899	1808.6801	2838.609	968.4945	3450.4722	1903.9423	2379.5298	968.3759	5830.9076	3108.2772	2087.3724	4858.0616	2479.9194	4322.3172	1736.5555	1653.6653	2274.619	6884.2432	1375.7068	1896.59	2118.2186	2335.7563	4184.4492	4504.2056	5810.6772	2385.6378	1287.9146	1785.6974	1588.3253	2279.9587	1508.2702	1328.9006	4786.6707	1401.7213	3454.9166	3916.3712	2661.3854	1607.0976	2541.041	4123.6586	1150.8979	7289.5538	2759.8366	3360.2862	2320.5081	2138.7283	1452.5437	3824.1899	565.7248	1964.4611	4690.5744	1514.7256	3042.7596	1386.9853	477.7813	1286.7599	7971.875	2130.2209	4595.6861	2973.1363	3982.9684	3936.1814	3118.988	2879.7364	2453.9078	1837.7665	1788.1653	2577.0335	1158.4536	1476.2905	4921.1743	1121.1375	1454.9531	2951.7933	3647.3118	2663.9136	1821.3793	2317.0098	3848.096	797.8128	1013.3704	1886.9396	1997.7689	1535.3633	1000	3856.7503	2634.5014	1757.3878	3143.9512	2122.2806	1721.1538	1606.3376	990.3419
ENHO|375704	135.1657	3.7431	171.1162	59.8086	52.9517	27.7326	148.2283	60.6178	46.5426	136.9415	58.9775	63.1158	236.1128	140.5541	117.2126	13.8185	9.0638	64.3134	53.0917	124.1131	350.6354	132.2614	61.3993	19.8898	108.3824	54.3541	311.8794	29.4748	18.6159	92.19	92.5371	394.115	28.2906	59.4301	246.6462	466.0345	116.0579	230.0995	102.5024	158.041	10.1056	9.7884	134.4321	28.2505	5.2559	31.9914	163.8992	143.44	47.3408	85.2901	50.3058	48.6205	315.4206	4.4488	62.9619	161.7153	304.216	20.9502	383.2645	94.0731	49.9828	136.9367	168.6517	228.1515	3.6041	27.6345	233.8403	202.2022	111.9818	157.3505	13.6917	331.8879	26.5581	94.049	14.4509	22.779	50.4759	309.8894	106.7952	49.8255	51.8742	13.8114	116.038	676.3315	16.8128	11.25	39.3556	0.306	19.1404	32.4412	22.6793	175.5179	248.3526	5.6818	3.2242	46.2185	270.4944	17.2719	109.5438	91.4077	55.7546	89.7974	58.6194	56.6308	172.3846	148.7861	138.9432	396.5232	19.7358	39.1012	86.448	343.3735	513.8906	24.791	23.3597	3.1046	240.4232	7.0372	40.5101	137.3197	160.2681	19.5771
ENKUR|219670	0.5081	5.1042	4.6028	7.177	3.1485	7.5323	2.1639	8.1081	5.3191	20.0259	9.4466	21.2438	26.8746	13.4606	21.8369	0	18.8432	1.4785	1.5896	5.5067	8.3985	10.8921	6.6871	2.754	4.5842	7.2914	3.2365	4.1128	4.8563	0	16.8249	17.8333	22.4121	7.5984	4.9178	2.0782	105.3242	10.327	1.9249	19.8406	0.9187	5.1821	3.998	4.7651	36.2379	5.3918	4.7784	2.2905	7.1011	3.5088	12.4611	1.5435	13.0841	2.2244	5.3748	2.2336	7.8568	13.1687	21.6942	4.8243	3.2099	4.2793	3.8251	4.6127	3.9318	21.7391	1.9011	16.5165	2.2795	9.0181	3.0426	2.3349	14.7849	23.133	1.1561	13.2878	2.5666	0.9214	10.3581	4.443	5.3548	2.1248	4.319	5.0425	5.2178	0	4.6301	41.6093	3.6938	33.6577	0.5274	14.9117	1.2356	0.6313	2.0517	9.8039	46.89	19.3281	1.5006	1.0754	8.5087	132.055	0.7713	5.0179	2.5413	4.2439	9.3933	5.3808	4.596	1.0861	6.4412	8.4784	6.7936	6.0536	12.3669	1.2936	9.4856	1.2419	6.7517	13.2212	2.4375	6.7867
ENO1|2023	7047.9254	11332.0289	26645.6562	53854.067	51163.0769	36606.0087	55423.6769	25856.3707	33751.8617	42481.9105	22835.2588	40366.0714	19870.4259	24683.362	35911.0469	109894.5187	23469.7674	36354.0935	23051.0253	26322.1434	32720.3713	41184.6473	22146.6045	27695.8384	12456.778	26895.3517	35428.6135	8164.1676	51963.1728	26546.2963	37742.655	82107.4454	21140.8101	40201.8996	69294.3441	24811.0144	22980.8102	26467.5699	28457.6516	58524.4207	45820.8544	137909.3134	44786.8826	39889.3805	28954.9101	11526.5996	26219.0897	14695.2974	25002.7369	35749.5277	56540.4408	39597.1445	23933.6449	33173.2575	50547.2694	23236.9631	40634.5166	18725.5986	35097.1074	33012.4052	27186.0598	10352.1688	24211.0754	29846.3348	32955.1188	26545.3206	18976.5526	6771.7718	41815.0734	23156.6509	18545.6389	12538.0254	33689.1071	11580.9244	42243.9306	85992.7866	27062.3463	26195.3317	39601.7502	38628.6893	28878.5141	27367.5963	10979.2686	34942.9562	7761.1421	44531.875	16652.8407	39444.3935	39791.4708	32195.8637	13672.4684	32502.1084	48771.0049	22742.1086	17214.3328	21525.9104	39059.0112	12371.2315	68470.5882	21552.8551	31140.8419	36655.5447	26431.1608	29938.7097	18335.2393	30711.3524	56251.6634	18409.3543	19543.5759	28171.3394	69874.0571	17334.4489	18734.9266	42983.857	38131.2264	26538.7921	90956.95	13176.0323	23666.1665	22012.6202	31197.4406	39966.3273
ENO2|2026	378.0574	571.3313	532.8427	178.2297	601.6458	1040.4862	1360.7429	783.7838	995.4787	1204.2019	334.461	2186.5764	737.6125	481.4525	1205.2023	58.959	229.6959	188.8745	334.446	242.7195	402.2259	227.1784	928.8923	226.7442	344.7937	252.5478	145.936	1443.5781	389.7208	312.8019	846.345	191.7075	377.3308	147.8969	3253.3089	2922.977	1108.588	89.3935	349.8556	774.1271	763.4359	880.38	413.791	242.3417	512.5864	438.174	157.6873	375.0626	417.1906	1524.9663	234.4525	1021.0303	161.6822	232.0811	1431.9992	247.0402	320.5581	142.7607	247.9339	1104.7553	470.4803	284.8772	1251.4996	223.5388	794.873	217.3913	563.6882	29.5295	509.1893	788.6185	447.2617	398.9326	170.8481	326.1378	454.3353	934.7001	408.0847	1792.9975	314.3138	515.0746	1173.0254	441.6999	850.2735	18458.2414	94.2097	321.25	262.7568	330.1209	2745.131	220.6002	283.2278	283.0777	932.4547	230.1136	304.5358	530.4622	1073.0463	765.3114	609.2437	333.7993	656.292	405.5557	197.4547	276.7025	253.4943	115.8335	130.3327	873.3444	275.7605	1592.8314	710.2297	490.183	1715.8801	1148.4578	781.5184	269.323	3816.1255	91.069	438.8597	137.0192	77.3918	474.5497
ENO3|2027	32.5211	42.8754	69.8544	7.4761	52.9517	7.8747	355.6036	50.1931	15.6915	96.3008	13.2763	38.4852	16.3167	18.4692	43.3526	34.5463	17.6506	18.1113	61.0396	43.2066	73.1865	57.5726	37.0827	49.2656	61.5586	48.7199	42.3685	23.9911	26.3051	24.9597	22.4332	73.5622	19.4728	19.2673	27.6153	21.3015	28.8468	28.3994	45.2358	74.9155	33.9917	21.3042	13.4932	15.3165	17.1508	24.8023	10.5125	22.332	14.794	54.251	49.8442	187.5362	26.1682	24.4686	21.4992	47.3531	15.7136	22.4467	30.4752	189.1799	71.535	69.0797	45.2056	20.2249	9.1741	16.9492	56.4005	6.006	46.4454	58.7732	12.6775	16.0107	13.6898	67.8822	19.6532	16.325	39.7818	79.8526	26.4309	34.9096	31.1245	25.7636	28.2177	554.6801	7.8267	37.5	21.9929	33.9605	24.8489	32.8467	26.8987	25.1788	27.5947	33.4596	36.6381	46.2185	21.0526	27.5529	37.515	22.368	77.2503	98.0142	41.2649	32.6165	49.3435	16.4763	46.9667	44.2881	16.4916	42.9027	41.6984	82.1062	73.7596	89.6512	34.696	18.8862	54.3597	40.1532	16.5041	38.1611	12.1877	23.4926
ENOPH1|58478	1572.1904	1423.7346	808.4697	1877.0933	1163.5063	630.3176	889.3698	982.6255	1054.5213	1136.7619	1227.8037	1323.8916	707.3785	2164.345	638.0861	1626.9	731.0674	1039.3643	1024.3205	737.4775	700.6709	1052.9046	701.8365	1054.1616	885.0688	1007.8714	1547.6278	1211.2073	1391.7442	1984.2995	1444.9047	1109.6745	795.4441	817.0963	984.6934	1412.651	1095.1709	885.5441	1014.437	875.3828	1203.9504	1005.326	926.0324	880.1906	974.2739	1450.7549	964.7593	832.0092	741.7708	732.7935	1428.8681	1265.6762	918.2243	1393.7222	934.8306	2253.2921	2072.3141	1453.9447	798.0372	920.0551	2010.3176	1605.9494	2132.3133	875.3496	1688.6955	3075.9027	846.9582	1956.957	1206.4397	1902.5111	718.5598	890.9273	729.6637	605.251	721.9653	1403.5687	924.8209	833.5381	959.3714	1129.1653	998.3266	1007.1713	1378.6352	2105.8935	836.2925	1296.875	1345.423	1534.037	696.7764	701.541	808.0169	1303.184	943.575	546.7172	1267.0917	1429.972	696.6507	1083.1973	628.4514	1330.6807	1659.4268	1336.9839	1560.7405	772.7599	1697.1622	1100.4181	1625.4403	632.0364	1071.9512	1224.0853	1200.7797	1560.0178	769.6227	1987.3162	1500.5153	1525.9049	1898.2123	885.0254	1032.2581	1408.3534	924.4363	999.4779
ENOSF1|55556	744.7274	591.8026	754.1485	290.4934	329.2365	176.0336	224.7336	560.834	348.3644	282.3734	154.7559	396.6164	644.084	536.9541	235.851	202.2939	179.0745	556.1819	290.2114	568.3109	505.2059	345.2593	305.5405	233.724	227.1644	132.2993	296.2766	218.2161	290.8094	297.2262	203.2503	318.8007	290.5079	211.791	244.8758	152.6848	232.6257	487.301	771.4244	430.5932	281.9155	322.7983	294.6312	137.9612	193.3804	173.0733	277.8163	552.0464	225.5492	188.6019	294.8056	530.0714	347.2103	248.9718	229.1429	471.5429	1798.2055	129.4663	295.6973	537.5844	309.9163	1160.7829	563.8877	509.9382	477.4972	533.4156	172.4747	524.4945	564.8753	881.219	309.64	468.7592	345.2446	236.8064	699.0289	557.5399	170.5572	438.1081	269.7491	252.888	176.8574	182.6082	390.2879	368.2004	728.0528	229.7812	557.3493	991.7118	175.2149	378.2806	187.3312	419.4096	444.2545	162.6105	669.0672	770.4657	236.2297	279.1515	456.7947	344.6026	271.2002	272.767	360.7559	120.1864	189.2906	227.6577	696.5871	461.755	450.8413	471.1669	283.1765	695.2655	647.308	549.8962	415.2216	512.1975	478.0007	353.323	173.9235	380.9465	436.3742	317.7499
