	SL27418 (norm counts)	SL27418 (RPKM)
ABP1	68.73380231	0.831093055
ABR	2013.409452	11.28312039
ABRA	0.490955731	0.005226688
ABT1	1606.898107	20.83111889
ABTB1	164.4701698	2.453456459
ABTB2	387.8550273	2.325673049
ACAA1	1574.985984	25.53590409
ACAA2	3835.837124	58.41007826
ACACA	7932.862698	24.00477043
ACACB	343.1780558	1.093216104
ACAD10	525.8135877	3.814087474
ACAD11	30.43925531	0.252205449
ACAD8	840.5162111	11.24435833
ACAD9	1979.533506	21.92652854
ACADL	0	0
ACADM	2451.832919	27.6599646
ACADS	170.8525943	2.624844513
ACADSB	1024.133654	5.059815047
ACADVL	7642.707861	100.1625293
ACAN	0	0
ACAP1	10.31007035	0.121504735
ACAP2	1609.843841	6.599220901
ACAP3	1160.619348	9.103992632
ACAT1	8692.862169	120.0190298
ACAT2	2498.96467	47.47975181
ACBD3	3015.941054	24.84114911
ACBD4	132.5580473	2.049413447
ACBD5	1260.283361	9.597955099
ACBD6	3283.511927	59.82535048
ACBD7	19.63822923	0.170931031
ACCN1	0.490955731	0.004706756
ACCN2	410.4389909	3.135565957
ACCN3	20.62014069	0.293690589
ACCN4	0	0
ACCN5	0	0
ACCS	81.98960704	1.195075781
ACCSL	0	0
ACD	2153.331835	30.84965748
ACE	3.436690115	0.030980592
ACE2	0.981911462	0.008247618
ACER1	0	0
ACER2	92.29967738	0.950162716
ACER3	1462.066166	9.78864124
ACHE	2.945734385	0.033509252
ACIN1	6188.496986	37.78045045
ACLY	18674.48313	126.9563427
ACMSD	0	0
ACN9	1058.991511	15.09778896
ACO1	2047.285397	17.00613518
ACO2	5088.265194	54.74630272
ACOT1	61.36946635	1.123737987
ACOT11	492.9195537	5.594182302
ACOT12	0	0
ACOT13	1076.174962	7.427418358
ACOT2	113.9017295	1.989300939
ACOT4	0	0
ACOT6	1.472867192	0.043065408
ACOT7	5791.804756	111.7459558
ACOT8	572.4543821	14.39619288
ACOT9	2294.23613	39.58522581
ACOX1	898.4489873	3.47720457
ACOX2	412.8937696	5.273240923
ACOX3	698.1390492	7.246706585
ACOXL	1.472867192	0.018323371
ACP1	2876.018671	54.53758654
ACP2	762.4542499	15.31056422
ACP5	3.927645846	0.072968148
ACP6	449.2244937	7.319921745
ACPL2	286.7181468	2.721142273
ACPP	2.454778654	0.02862457
ACPT	7.364335962	0.161495279
ACR	0	0
ACRBP	0.490955731	0.007667295
ACRC	18.16536204	0.168152389
ACRV1	12.27389327	0.339401751
ACSBG1	15.21962765	0.150641633
ACSBG2	7.855291692	0.085332421
ACSF2	158.0877453	2.083490097
ACSF3	972.0923469	7.979830633
ACSL1	3934.028271	30.45923885
ACSL3	7948.573281	54.27044288
ACSL4	6372.11443	36.16231287
ACSL5	9.819114615	0.086311709
ACSL6	1.472867192	0.006629519
ACSM1	0.981911462	0.014115649
ACSM2A	0.490955731	0.004877533
ACSM2B	0	0
ACSM3	23.56587508	0.375332764
ACSM4	0	0
ACSM5	0	0
ACSS1	77.57100546	0.634995167
ACSS2	2822.504496	27.92729887
ACSS3	1.472867192	0.014302797
ACTA1	7.855291692	0.154977468
ACTA2	474.7541917	8.862172222
ACTB	220959.0452	3584.484745
ACTBL2	1.472867192	0.015449889
ACTC1	0	0
ACTG1	66125.35451	978.4429782
ACTG2	0.490955731	0.0114339
ACTL10	250.8783784	3.62612009
ACTL6A	4060.203893	64.50889821
ACTL6B	0	0
ACTL7A	0	0
ACTL7B	0	0
ACTL8	25.03874227	0.394820322
ACTL9	0	0
ACTN1	17683.73447	139.8735846
ACTN2	0.490955731	0.003191446
ACTN3	0.981911462	0.010143756
ACTN4	27456.69924	204.530028
ACTR10	1664.339927	20.0828825
ACTR1A	5572.347544	57.04285628
ACTR1B	1716.381235	22.37913948
ACTR2	16109.23944	120.3986639
ACTR3	8931.466654	96.91515947
ACTR3B	534.6507908	7.519927288
ACTR3BP2	0	0
ACTR3BP5	0	0
ACTR3C	9.819114615	0.231623933
ACTR5	916.6143493	10.87232425
ACTR6	977.9838157	16.42925555
ACTR8	868.009732	7.034755223
ACTRT1	0	0
ACTRT2	0	0
ACVR1	579.818718	5.771130421
ACVR1B	735.4516847	4.730406509
ACVR1C	2.454778654	0.008276091
ACVR2A	213.0747872	1.192927434
ACVR2B	140.9042947	0.36333074
ACVRL1	0.981911462	0.006874001
ACY1	55.47799758	1.042575127
ACY3	0	0
ACYP1	313.2297562	14.27199672
ACYP2	129.1213572	3.105871558
ADA	1290.722616	24.87837614
ADAD1	0	0
ADAD2	0.490955731	0.006626974
ADAL	371.6534882	4.262506007
ADAM1	32.40307823	0.334390226
ADAM10	3473.511795	26.0203815
ADAM11	17.18345058	0.11507077
ADAM12	49.09557308	0.303937585
ADAM15	22229.49358	226.805429
ADAM17	1605.916195	13.31340153
ADAM18	0	0
ADAM19	159.5606125	0.723869623
ADAM2	0	0
ADAM20	0.490955731	0.0051555
ADAM21	32.40307823	0.356624287
ADAM21P1	1.963822923	0.02809345
ADAM22	5.400513038	0.017205558
ADAM23	0	0
ADAM28	0	0
ADAM29	0	0
ADAM30	0	0
ADAM32	12.764849	0.138408587
ADAM33	0	0
ADAM3A	0	0
ADAM5P	0.490955731	0.008511152
ADAM6	0	0
ADAM7	0	0
ADAM8	500.2838897	4.709877669
ADAM9	10645.39311	78.89828934
ADAMDEC1	0	0
ADAMTS1	21.60205215	0.136339775
ADAMTS10	0	0
ADAMTS12	0.490955731	0.002917616
ADAMTS13	7.364335962	0.045998869
ADAMTS14	4.418601577	0.024702722
ADAMTS15	12.27389327	0.063443217
ADAMTS16	0.490955731	0.002905241
ADAMTS17	9.819114615	0.045597864
ADAMTS18	0	0
ADAMTS19	0	0
ADAMTS2	2.945734385	0.019685921
ADAMTS20	0	0
ADAMTS3	3.436690115	0.017359814
ADAMTS4	4.909557308	0.033272834
ADAMTS5	0	0
ADAMTS6	72.17049242	0.291926742
ADAMTS7	167.9068599	0.899977206
ADAMTS8	0	0
ADAMTS9	10.31007035	0.04153751
ADAMTS9-AS2	0.490955731	0.006473378
ADAMTSL1	0	0
ADAMTSL2	0	0
ADAMTSL3	12.27389327	0.049226031
ADAMTSL4	401.6017878	3.333140571
ADAMTSL5	271.4985191	2.79587591
ADAP1	1334.908632	16.9232704
ADAP2	68.24284658	0.73022448
ADAR	10833.42916	48.25082865
ADARB1	753.6170467	4.482177012
ADARB2	122.7389327	0.427276801
ADARB2-AS1	0	0
ADAT1	787.4929922	6.475354855
ADAT2	590.1287884	2.767629769
ADAT3	272.4804306	5.058957323
ADC	45.16792723	0.609822052
ADCK1	433.0229545	5.979991691
ADCK2	2304.055244	28.65169369
ADCK3	3228.03393	32.51075591
ADCK4	890.1027399	11.61858463
ADCK5	393.7464961	5.927977736
ADCY1	2.454778654	0.005763683
ADCY10	1.472867192	0.008359461
ADCY2	0	0
ADCY3	2839.196991	19.01297891
ADCY4	0	0
ADCY5	2.454778654	0.012866845
ADCY6	907.2861905	4.286968443
ADCY7	942.1440473	4.515393573
ADCY8	0	0
ADCY9	1062.428201	4.034038781
ADCYAP1	0	0
ADCYAP1R1	0	0
ADD1	5124.595918	37.51588879
ADD2	0.981911462	0.007564473
ADD3	1082.557386	7.318038978
ADGB	0	0
ADH1A	0	0
ADH1B	19.1472735	0.209865321
ADH1C	0	0
ADH4	0	0
ADH5	4690.591052	52.17284239
ADH6	5.891468769	0.082468301
ADH7	0	0
ADHFE1	6.3824245	0.099409889
ADI1	5768.729837	101.0826514
ADIG	0	0
ADIPOQ	0	0
ADIPOR1	9230.458694	127.6218466
ADIPOR2	4179.01518	30.94144531
ADK	3532.917439	48.75466672
ADM	361.8343736	7.336259287
ADM2	39.27645846	0.277278963
ADNP	6039.246444	38.28948116
ADNP2	1848.448326	10.06040889
ADO	1050.645264	8.267910536
ADORA1	106.0464378	1.094753624
ADORA2A	9.819114615	0.112242265
ADORA2B	1123.306712	17.47755718
ADORA3	0	0
ADPGK	1563.203047	17.94598996
ADPRH	0	0
ADPRHL1	36.33072408	0.597476633
ADPRHL2	909.7409691	15.81796265
ADRA1A	0	0
ADRA1B	0.981911462	0.012774286
ADRA1D	1.472867192	0.016198025
ADRA2A	0.981911462	0.007429673
ADRA2B	0	0
ADRA2C	27.00256519	0.404247084
ADRB1	11.29198181	0.115633856
ADRB2	1243.590866	17.85119181
ADRB3	0	0
ADRBK1	4664.079442	39.92011077
ADRBK2	442.3511134	1.434563366
ADRM1	7678.056673	161.4852628
ADSL	3849.583885	77.14345983
ADSS	6689.271832	70.77641923
ADSSL1	91.31776592	1.511095961
ADTRP	50.07748454	0.804139389
AEBP1	1.963822923	0.014171277
AEBP2	1348.655392	7.356623643
AEN	2428.758	22.86532368
AES	13423.71159	235.6399782
AFAP1	2129.275004	8.179733965
AFAP1-AS1	4.909557308	0.02117763
AFAP1L1	2309.946713	16.39040845
AFAP1L2	346.1237902	2.56659367
AFF1	2087.543767	6.568587065
AFF2	0	0
AFF3	0.490955731	0.001774797
AFF4	5296.921379	16.23468113
AFG3L1P	311.2659333	3.124137892
AFG3L2	6184.56934	56.76482172
AFM	0	0
AFMID	591.1106998	10.07454966
AFP	0.490955731	0.007131307
AFTPH	1202.350585	8.740952707
AGA	233.6949278	3.318812799
AGAP1	2662.452928	7.307813199
AGAP11	19.63822923	0.183058813
AGAP2	6.873380231	0.037777666
AGAP3	5665.138177	63.22864823
AGAP4	19.1472735	0.231423269
AGAP5	26.02065373	0.315278681
AGAP6	152.6872323	1.6184429
AGAP7	0.490955731	0.005960981
AGAP8	12.27389327	0.149024515
AGAP9	0.981911462	0.012092347
AGBL1	0	0
AGBL2	0.981911462	0.008049158
AGBL3	29.45734385	0.245458127
AGBL4	0	0
AGBL5	788.4749036	8.180048527
AGER	51.059396	1.041727025
AGFG1	2813.667293	9.529921703
AGFG2	992.2215319	6.05746056
AGGF1	1332.453853	8.686639666
AGK	1821.936717	18.34941676
AGL	1258.810494	5.158788883
AGMAT	1.472867192	0.01371196
AGMO	0	0
AGPAT1	2855.39853	39.0461842
AGPAT2	1524.9085	29.89376138
AGPAT3	3724.390174	16.82458677
AGPAT4	532.6869679	1.983033438
AGPAT4-IT1	4.909557308	0.07775052
AGPAT5	4541.831465	24.14533868
AGPAT6	2569.171339	11.95341707
AGPAT9	72.66144815	0.811902838
AGPHD1	55.96895331	1.582014925
AGPS	3394.958878	13.01037236
AGR2	6.873380231	0.206537279
AGR3	0.490955731	0.019385238
AGRN	10339.52769	41.55333355
AGRP	0.490955731	0.018926113
AGSK1	0	0
AGT	0.490955731	0.005583791
AGTPBP1	1009.404982	6.731888878
AGTR1	0	0
AGTR2	0	0
AGTRAP	1875.941847	46.65592227
AGXT	0	0
AGXT2	0	0
AGXT2L1	0	0
AGXT2L2	360.8524621	5.286063489
AHCTF1	4297.335511	14.64826132
AHCY	29006.64649	372.8944286
AHCYL1	4987.619269	36.43118769
AHCYL2	1183.203311	6.869130964
AHDC1	1068.31967	4.823431868
AHI1	475.7361031	2.532100462
AHNAK	34326.64278	101.1048317
AHNAK2	3068.964273	4.910618392
AHR	2112.582509	9.92522295
AHRR	20.62014069	0.107466253
AHSA1	7780.666421	163.8786449
AHSA2	507.6482256	4.916660165
AHSG	1.472867192	0.027555261
AHSP	0	0
AICDA	0	0
AIDA	1133.125827	11.08074669
AIF1	0	0
AIF1L	70.2066695	0.597585709
AIFM1	2790.101418	36.50888705
AIFM2	743.3069764	6.722377894
AIFM3	3.927645846	0.049301958
AIG1	1257.828582	26.72328791
AIM1	5298.394246	20.60946209
AIM1L	408.9661237	2.293156729
AIM2	1.472867192	0.029195899
AIMP1	2765.553631	31.44129057
AIMP2	1686.432935	40.6654418
AIP	2886.819697	68.92992324
AIPL1	0	0
AIRE	0	0
AJAP1	0	0
AJUBA	3848.601973	30.14838785
AK1	2134.184562	27.67887541
AK2	8803.327208	70.85624909
AK3	4498.136405	32.20547388
AK4	2504.856138	10.66507535
AK5	0.490955731	0.003977284
AK7	1.963822923	0.021876572
AK8	2.945734385	0.041234151
AKAP1	4704.828768	34.44287816
AKAP10	885.1931826	8.93970174
AKAP11	3305.604935	9.775556339
AKAP12	136.4856932	0.480152408
AKAP13	1664.339927	3.679260447
AKAP14	0	0
AKAP17A	0	0
AKAP2	11.78293754	0.049606597
AKAP3	3.436690115	0.033395331
AKAP4	0	0
AKAP5	6.3824245	0.028834233
AKAP6	57.93277623	0.163626131
AKAP7	226.8215476	2.626615398
AKAP8	2524.003412	20.9541948
AKAP8L	1889.197652	26.35668585
AKAP9	2099.326705	4.959706997
AKD1	71.67953669	0.4756606
AKIP1	1690.360581	39.24214149
AKIRIN1	1948.11234	21.50531342
AKIRIN2	1288.758793	19.59397838
AKIRIN2-AS1	13.25580473	0.87865124
AKNA	595.5293014	2.370276521
AKNAD1	53.02321892	0.512353362
AKR1A1	2630.540805	52.73256797
AKR1B1	7847.927356	165.6525807
AKR1B10	82.9715185	1.532704926
AKR1B15	1.963822923	0.035669798
AKR1C1	440.8782462	9.428243731
AKR1C2	1612.789576	13.51958079
AKR1C3	920.5419952	22.62559704
AKR1C4	0	0
AKR1CL1	0	0
AKR1D1	0.490955731	0.005492114
AKR1E2	42.22219285	0.77458408
AKR7A2	1281.394457	14.37283256
AKR7A2P1	5.400513038	0.119593582
AKR7A3	0.490955731	0.011656277
AKR7L	0	0
AKT1	8736.066273	90.05846579
AKT1S1	5017.567568	73.02678015
AKT2	7024.10364	39.20550352
AKT3	1953.021897	33.26682575
AKTIP	316.6664463	4.22187978
ALAD	881.7564925	8.146763741
ALAS1	1409.042947	17.55171712
ALAS2	0.490955731	0.007149029
ALB	0	0
ALCAM	10178.49421	76.59070245
ALDH16A1	2960.463057	28.78678817
ALDH18A1	5437.825674	46.28572946
ALDH1A1	3.436690115	0.042736385
ALDH1A2	0.490955731	0.004070708
ALDH1A3	1831.755831	15.41244408
ALDH1B1	3039.015973	29.02086315
ALDH1L1	7.855291692	0.074191341
ALDH1L2	3039.506929	11.88606407
ALDH2	0.981911462	0.014551185
ALDH3A1	984.8571959	16.32936929
ALDH3A2	5166.327155	40.34147491
ALDH3B1	1166.019861	12.17883593
ALDH3B2	45.65888296	0.522130249
ALDH4A1	624.4956895	5.667984015
ALDH5A1	97.20923469	0.554085905
ALDH6A1	88.37203154	1.194230775
ALDH7A1	3415.579019	20.34738068
ALDH8A1	4.909557308	0.05988279
ALDH9A1	3705.2429	43.61385596
ALDOA	53836.24161	983.9519912
ALDOB	0.490955731	0.005951116
ALDOC	724.6506586	12.92969369
ALG1	880.2836253	6.577463985
ALG10	121.2660655	1.13726313
ALG10B	203.2556725	0.591293053
ALG11	250.8783784	3.711257471
ALG12	921.0329509	11.41942257
ALG13	715.3224997	6.884777908
ALG14	858.1906174	23.87745793
ALG1L	2.945734385	0.10046924
ALG1L2	1.963822923	0.059870328
ALG2	1115.45142	11.24186399
ALG3	3424.416222	66.64053632
ALG5	2037.957238	51.53849434
ALG6	699.6119163	6.107562835
ALG8	3092.039192	53.53987207
ALG9	1756.639605	8.207543545
ALK	0	0
ALKBH1	342.1961443	3.88737527
ALKBH2	1519.017031	47.34427684
ALKBH3	1077.647829	20.25179119
ALKBH4	564.1081347	7.80313471
ALKBH5	1992.789311	17.02654763
ALKBH6	306.356376	9.442945866
ALKBH7	1545.52864	34.12234207
ALKBH8	744.7798436	5.38108378
ALLC	0	0
ALMS1	494.8833766	1.124034188
ALMS1P	0	0
ALOX12	19.63822923	0.245458127
ALOX12B	5.400513038	0.063619746
ALOX12P2	43.69506004	0.464837442
ALOX15	0	0
ALOX15B	4388.162322	49.16360137
ALOX15P1	0.490955731	0.021564987
ALOX5	0.490955731	0.005868562
ALOX5AP	5.400513038	0.149125644
ALOXE3	95.24541177	0.845852127
ALPI	0	0
ALPK1	331.886074	1.819513482
ALPK2	1.963822923	0.00789562
ALPK3	4.909557308	0.013192558
ALPL	0.490955731	0.005943738
ALPP	274.9352092	2.820362005
ALPPL2	5.891468769	0.069515165
ALS2	1064.392024	6.382353381
ALS2CL	3245.21738	19.14949115
ALS2CR11	0	0
ALS2CR12	3.436690115	0.051279309
ALS2CR8	130.1032687	0.688844176
ALX1	0	0
ALX3	51.059396	1.014871104
ALX4	3.436690115	0.018434076
ALYREF	4369.99696	117.351618
AMACR	80.02578412	0.73566581
AMBN	0	0
AMBP	0	0
AMBRA1	1686.432935	9.873803315
AMD1	7261.235258	65.3670566
AMDHD1	4.909557308	0.067625041
AMDHD2	438.9144233	7.063531188
AMELX	0	0
AMELY	0	0
AMFR	2753.279738	22.53201387
AMH	31.42116677	0.457310561
AMHR2	0	0
AMICA1	0	0
AMIGO1	12.27389327	0.145644453
AMIGO2	816.4593803	6.931421697
AMIGO3	59.40564342	0.585811307
AMMECR1	1415.425372	7.663764308
AMMECR1L	1531.290924	9.64592913
AMN	0.981911462	0.018619866
AMN1	171.34355	2.398453098
AMOT	0.981911462	0.004282181
AMOTL1	7392.320438	24.10166622
AMOTL2	2380.644338	14.0223704
AMPD1	0.981911462	0.012064455
AMPD2	1855.321707	14.6355829
AMPD3	586.6920983	3.979786118
AMPH	2.945734385	0.025819918
AMT	14.23771619	0.202294637
AMTN	5.891468769	0.174879589
AMY1A	0	0
AMY1B	0	0
AMY1C	0	0
AMY2A	0	0
AMY2B	13.74676046	0.185854958
AMZ1	0.490955731	0.003263123
AMZ2	2418.938885	50.01355707
AMZ2P1	178.2169303	1.51915513
ANAPC1	2508.783784	9.560542953
ANAPC10	358.3976835	7.000138497
ANAPC11	2625.140292	88.81111522
ANAPC13	1458.629476	30.01011737
ANAPC16	2225.011372	20.78685941
ANAPC2	1083.048342	11.80899322
ANAPC4	904.8314118	10.03005244
ANAPC5	5490.357937	64.92615635
ANAPC7	2140.566986	23.96391653
ANG	50.56844027	1.511771593
ANGEL1	1293.177395	9.238490847
ANGEL2	1962.841012	12.3936675
ANGPT1	38.294547	0.259258234
ANGPT2	1.472867192	0.00821152
ANGPT4	3.436690115	0.052660525
ANGPTL1	0	0
ANGPTL2	0	0
ANGPTL3	0.490955731	0.006788035
ANGPTL4	3615.398001	57.5823015
ANGPTL5	0	0
ANGPTL6	10.31007035	0.163187883
ANGPTL7	0	0
ANK1	69.22475804	0.256415996
ANK2	167.9068599	0.612230916
ANK3	984.3662402	3.062017485
ANKAR	70.69762523	0.471494163
ANKDD1A	18.16536204	0.171844466
ANKFN1	1.963822923	0.023883514
ANKFY1	2156.27757	12.84804812
ANKH	2008.99085	7.182269526
ANKHD1	163.4882583	2.230417133
ANKHD1-EIF4EBP3	2.454778654	0.008651417
ANKIB1	2418.938885	11.69265969
ANKK1	39.27645846	0.453928086
ANKLE1	0.981911462	0.008967485
ANKLE2	2980.592241	19.64551866
ANKMY1	256.7698472	2.650255972
ANKMY2	527.2864548	6.070039626
ANKRA2	387.3640716	5.18449277
ANKRD1	16.69249485	0.2488808
ANKRD10	932.3249327	10.97425632
ANKRD11	3658.11115	11.52966901
ANKRD12	828.2423178	2.147583732
ANKRD13A	2064.468848	15.53662301
ANKRD13B	1169.456551	10.84937356
ANKRD13C	1072.738272	5.558667139
ANKRD13D	1254.882848	16.97373544
ANKRD16	447.7516265	7.878719375
ANKRD17	5803.096738	18.96453568
ANKRD18A	332.3770297	2.616298736
ANKRD18B	394.2374518	3.090775628
ANKRD18DP	0	0
ANKRD19P	201.2918496	2.567425752
ANKRD2	460.5164755	9.685604997
ANKRD20A1	0	0
ANKRD20A11P	1.963822923	0.053125933
ANKRD20A2	0	0
ANKRD20A3	0	0
ANKRD20A4	4.418601577	0.03696591
ANKRD20A5P	12.27389327	0.09742513
ANKRD20A8P	0.981911462	0.007890206
ANKRD20A9P	24.05683081	0.018761872
ANKRD22	112.9198181	0.83185432
ANKRD23	42.22219285	0.480765945
ANKRD24	1.472867192	0.010777108
ANKRD26	458.0616968	1.990083566
ANKRD26P1	0.490955731	0.002355691
ANKRD26P3	0	0
ANKRD27	2760.644074	18.28218068
ANKRD28	2493.564157	11.57774247
ANKRD29	92.29967738	1.194946129
ANKRD30A	0	0
ANKRD30B	0	0
ANKRD30BL	8.346247423	0.155748653
ANKRD30BP2	0	0
ANKRD31	6.3824245	0.031107969
ANKRD32	718.7591898	5.553257088
ANKRD33	0	0
ANKRD33B	461.9893427	1.450873545
ANKRD34A	158.0877453	1.283702463
ANKRD34B	0	0
ANKRD34C	0	0
ANKRD35	6.3824245	0.055834578
ANKRD36	77.08004973	0.364706695
ANKRD36B	58.91468769	0.290484946
ANKRD36BP1	84.93534142	1.345811464
ANKRD36BP2	0.490955731	0.008396875
ANKRD37	38.78550273	1.22316884
ANKRD39	586.6920983	19.22672958
ANKRD40	2087.052811	14.68437327
ANKRD42	214.0566986	2.457428274
ANKRD44	81.00769558	0.616130485
ANKRD45	0.490955731	0.005397316
ANKRD46	757.0537368	7.998518169
ANKRD49	496.3562438	7.645672206
ANKRD5	960.8003651	7.445889979
ANKRD50	2412.556461	8.668942216
ANKRD52	3751.392739	12.73840624
ANKRD53	1.472867192	0.021049531
ANKRD54	809.586	11.35693676
ANKRD55	0	0
ANKRD6	33.87594542	0.186417241
ANKRD62P1-PARP4P3	2.945734385	0.056444132
ANKRD63	0	0
ANKRD65	34.85785688	0.619692404
ANKRD7	0	0
ANKRD9	311.756889	5.631160514
ANKS1A	2033.538637	9.416451885
ANKS1B	37.80359127	0.35750683
ANKS3	307.8292432	3.408417077
ANKS4B	0	0
ANKS6	1547.983419	6.358983056
ANKUB1	0	0
ANKZF1	1295.141218	15.0067575
ANLN	17893.86352	110.461029
ANO1	68.73380231	0.482217067
ANO10	1046.226662	12.14420615
ANO2	0.490955731	0.003897005
ANO3	0	0
ANO4	38.294547	0.2741119
ANO5	0.490955731	0.002167058
ANO6	2377.207648	11.7348919
ANO7	16.69249485	0.196012333
ANO8	1302.996509	9.234331855
ANO9	787.4929922	8.089652647
ANP32A	6125.163697	72.97798517
ANP32A-IT1	3.436690115	0.030697233
ANP32AP1	156.1239224	6.206327137
ANP32B	11029.81145	200.8374701
ANP32C	72.17049242	3.003445164
ANP32D	12.27389327	0.910370014
ANP32E	8484.205983	74.77955675
ANPEP	36438.24338	294.1732387
ANTXR1	1688.396758	21.20276347
ANTXR2	828.2423178	4.705817625
ANTXRL	0	0
ANXA1	29595.30241	625.5935313
ANXA10	2.454778654	0.050117931
ANXA11	7317.695167	85.14345831
ANXA13	0.490955731	0.009463057
ANXA2	49764.25478	901.6545586
ANXA2P1	257.7517587	5.627063539
ANXA2P2	34741.00942	777.5628164
ANXA2P3	17.67440631	0.383853569
ANXA3	6830.176126	124.6779244
ANXA4	4431.857382	60.98777825
ANXA5	11707.33036	216.265572
ANXA6	122.7389327	1.237852515
ANXA7	4335.139103	58.86876579
ANXA8	0	0
ANXA8L1	0	0
ANXA8L2	520.9040303	7.566316731
ANXA9	82.48056277	1.33507523
AOAH	0.490955731	0.005951116
AOC2	16.20153912	0.181136014
AOC3	2.454778654	0.017885907
AOC4	0	0
AOX1	724.1597029	4.331599262
AOX2P	0.490955731	0.003885426
AP1AR	1326.071429	13.63663344
AP1B1	5903.251707	41.90728545
AP1B1P1	0	0
AP1G1	3462.710769	14.87525916
AP1G2	2163.15095	22.2057556
AP1M1	3607.051754	44.76937862
AP1M2	1716.381235	28.91657643
AP1S1	8852.913737	200.7503987
AP1S2	498.3200667	6.408956945
AP1S3	3747.956049	27.47217466
AP2A1	6408.445154	54.53953371
AP2A2	4031.237505	25.49503753
AP2B1	14965.80354	76.64763299
AP2M1	12711.82578	193.4180974
AP2S1	8742.448698	309.1528663
AP3B1	3621.780426	26.80213024
AP3B2	55.47799758	0.441797941
AP3D1	9771.000954	59.99524418
AP3M1	2934.442403	16.59535738
AP3M2	892.0665628	7.197865215
AP3S1	3594.777861	82.08770232
AP3S2	11.29198181	0.05580777
AP4B1	511.5758715	5.526536788
AP4E1	1200.877717	5.212665808
AP4M1	834.6247423	13.1961892
AP4S1	127.1575343	1.239326737
