"Time","Mps1a","pMps1a","Ndc80_Mps1a","Ndc80_pMps1a","pNdc80_Mps1a","pNdc80_pMps1a","Mps1i","pMps1i","Ndc80_Mps1i","Ndc80_pMps1i","pNdc80_Mps1i","pNdc80_pMps1i"
11,0.0148262475522027,0.258985698373286,0.0294999510859736,26.4721311739805,0.0990942537754762,94.9243925895997,0,0.0244068186549567,0,0.163362283027336,0,4.12793880205565
12,0.0145747368491046,0.252503815009241,0.028413765203333,25.2240129485828,0.0997755444981377,96.8690018500784,0,0.0233237850413295,0,0.152406926800173,0,4.19339040725776
13,0.0143867904249729,0.247669369561758,0.0275916018877156,24.2945073374652,0.100390462227398,98.3178944732986,0,0.0225168957774764,0,0.144362669984123,0,4.24177256035203
14,0.0142424549697613,0.243962700347426,0.0269510354164563,23.5817550261291,0.100950676717117,99.4285275954632,0,0.0219002793643507,0,0.13826876106761,0,4.27867205985628
15,0.0141282743888004,0.241034138697149,0.0264370159389284,23.0180957444243,0.101462139634443,100.306181089323,0,0.0214151766859696,0,0.133496686907761,0,4.30773301638964
16,0.0140354187040203,0.238654860612543,0.0260135633637539,22.5596200747886,0.101928212011623,101.019459048119,0,0.0210227283121726,0,0.129647900473644,0,4.33129456501233
17,0.0139580424090389,0.236673743295089,0.0256568675769291,22.177479478604,0.10235167372515,101.613543972889,0,0.020697190119636,0,0.126463296895747,0,4.3508806510874
18,0.0138922764484391,0.234990834015817,0.0253511046604481,21.8526384771782,0.10273506577235,102.11828591909,0,0.0204214659273374,0,0.123773252675665,0,4.36749142474339
19,0.0138353887856927,0.233536587922163,0.0250847111445455,21.5718986502448,0.103082232758066,102.554347118281,0,0.0201840351800723,0,0.121460676928915,0,4.38181779166981
20,0.0137842820245677,0.232230445329875,0.0248440741301902,21.3198071565064,0.103393776154908,102.946056296884,0,0.0199702089897249,0,0.119393149432233,0,4.39463595249278
21,0.0137381517826661,0.231050525988345,0.0246279682967661,21.0921308590479,0.103692840805143,103.299755320037,0,0.0197775826857613,0,0.117535937332867,0,4.40623063904566
22,0.0136991334637034,0.230053251825206,0.0244430701877714,20.8995404810449,0.103951878617929,103.598788655712,0,0.0196152248063434,0,0.115971416371323,0,4.41600902319131
23,0.0136657223643267,0.229199707186608,0.0242846085371153,20.734847409175,0.10417432164508,103.854619547222,0,0.0194760863325673,0,0.114636684353364,0,4.42435841275261
24,0.0136359579729085,0.22843946199761,0.0241434037641,20.5882529976568,0.104373142026875,104.082391404106,0,0.019352219143029,0,0.113452412100785,0,4.43178098204618
25,0.013609235070112,0.227756995795572,0.0240165897425403,20.4567349696884,0.104551943269325,104.286796456947,0,0.0192409475324764,0,0.112392556729175,0,4.43843252707529
26,0.0135855366671893,0.227151851130378,0.0239040608881359,20.3401784396171,0.104710905942471,104.467993264392,0,0.0191422421063505,0,0.111455363459808,0,4.44432113435323
27,0.0135644886279232,0.226614455914046,0.0238040998228885,20.2367237215181,0.104852259986929,104.628857508349,0,0.0190545739227933,0,0.110625279017776,0,4.4495431422963
28,0.0135456943884522,0.22613472265586,0.0237148172003335,20.1444147749852,0.104978586688553,104.772420887688,0,0.0189763250489342,0,0.10988593626293,0,4.45419875175354
29,0.0135285161493083,0.225697386680958,0.0236333491987024,20.060367630538,0.105093604431792,104.903161159658,0,0.0189045849436798,0,0.109214326675755,0,4.45843519595924
30,0.0135115342684972,0.225265971800626,0.0235528909862488,19.9775224709997,0.105206952055627,105.032035853263,0,0.018833641139962,0,0.108552932261341,0,4.46261112149677
31,0.0134945523751613,0.224834555698341,0.0234724322068816,19.8946769743021,0.105320301361089,105.16091107448,0,0.0187626969003628,0,0.107891538141679,0,4.46678707259486
32,0.0134775704613968,0.224403137928612,0.0233919724789254,19.8118309977799,0.105433653399763,105.289787035463,0,0.0186917520617617,0,0.10723014250131,0,4.47096306222718
33,0.0134605885174091,0.223971718058024,0.0233115113324997,19.7289843913715,0.105547009449208,105.418663953771,0,0.0186208064634983,0,0.106568742454175,0,4.47513910512152
34,0.0134436065314022,0.223540295664308,0.0232310482118553,19.6461369974716,0.105660371014204,105.547542052578,0,0.0185498599473041,0,0.105907334044333,0,4.47931521776887
35,0.0134266244894786,0.2231088703357,0.0231505824781209,19.5632886508301,0.105773739827912,105.676421560811,0,0.0184789123572906,0,0.105245912246967,0,4.48349141842935
36,0.0134096423755546,0.222677441670636,0.0230701134124335,19.4804391785227,0.105887117852603,105.805302713165,0,0.018407963540005,0,0.104584470970737,0,4.48766772713234
37,0.0134092893082557,0.222655466116297,0.0230656967021823,19.4761757878533,0.105895372322378,105.812737023208,0,0.0184069715001619,0,0.104565978242982,0,4.48778764418647
38,0.0134082530844874,0.22262873289333,0.0230551789369715,19.4698471145655,0.105933818729051,105.821815399183,0,0.018402893482649,0,0.104509581310286,0,4.48811113121065
39,0.0134072168069905,0.222601997795885,0.0230446660470237,19.4635181612093,0.105972262813278,105.830894233658,0,0.0183988155419398,0,0.104453188972366,0,4.48843463500073
40,0.0134061804542739,0.222575260073364,0.0230341599733871,19.4571888158404,0.106010703639258,105.839973710054,0,0.0183947377085662,0,0.104396803080862,0,4.48875816223355
41,0.0134051440048651,0.222548518975491,0.023023662648211,19.4508589666866,0.106049140268129,105.849054011614,0,0.0183906600128752,0,0.104340425491972,0,4.48908171956123
42,0.0134041074373097,0.222521773752406,0.0230131759926251,19.4445285021664,0.10608757175797,105.85813532137,0,0.0183865824849904,0,0.104284058065008,0,4.48940531360977
43,0.0134030707301692,0.222495023654743,0.0230027019146605,19.4381973109053,0.106125997163787,105.867217822125,0,0.0183825051547756,0,0.104227702660967,0,4.48972895097766
44,0.0134020338620203,0.222468267933698,0.0229922423072184,19.4318652817506,0.1061644155375,105.876301696438,0,0.0183784280517974,0,0.104171361141139,0,4.49005263823478
45,0.013400996811452,0.222441505841082,0.0229817990460931,19.4255323037845,0.106202825927905,105.885387126603,0,0.0183743512052904,0,0.104115035365734,0,4.49037638192123
46,0.0133999595570637,0.222414736629363,0.0229713739880579,19.4191982663342,0.106241227380628,105.894474294641,0,0.0183702746441218,0,0.104058727192559,0,4.49070018854651
47,0.0133989220774617,0.222387959551687,0.0229609689690195,19.4128630589803,0.10627961893805,105.903563382291,0,0.0183661983967578,0,0.104002438475738,0,4.49102406458867
48,0.0133978843512565,0.222361173861882,0.0229505858022486,19.4065265715614,0.106317999639227,105.912654571009,0,0.0183621224912311,0,0.103946171064479,0,4.49134801649382
49,0.0133968463570576,0.222334378814437,0.0229402262766942,19.4001886941756,0.106356368519765,105.921748041971,0,0.0183580469551098,0,0.103889926801909,0,4.49167205067574
50,0.0133958080734698,0.222307573664458,0.022929892155389,19.3938493171786,0.10639472461168,105.930843976079,0,0.0183539718154666,0,0.103833707523972,0,4.49199617351579
